source,target,edge_type
CLM-001827,CUS-001632,FILED_BY
CLM-001827,DEV-000461,USES_DEVICE
CLM-001828,CUS-001145,FILED_BY
CLM-001828,DEV-001125,USES_DEVICE
CLM-001828,REP-000082,REPAIRED_BY
CLM-001829,CUS-001820,FILED_BY
CLM-001829,DEV-002229,USES_DEVICE
CLM-001830,CUS-002086,FILED_BY
CLM-001830,DEV-001411,USES_DEVICE
CLM-001830,REP-000440,REPAIRED_BY
CLM-001831,CUS-001810,FILED_BY
CLM-001831,DEV-001341,USES_DEVICE
CLM-001831,REP-000072,REPAIRED_BY
CLM-001832,CUS-002999,FILED_BY
CLM-001832,DEV-002387,USES_DEVICE
CLM-001833,CUS-002853,FILED_BY
CLM-001833,DEV-000400,USES_DEVICE
CLM-001833,REP-000620,REPAIRED_BY
CLM-001834,CUS-000493,FILED_BY
CLM-001834,DEV-000419,USES_DEVICE
CLM-001834,REP-000653,REPAIRED_BY
CLM-001835,CUS-001895,FILED_BY
CLM-001835,DEV-002919,USES_DEVICE
CLM-001835,REP-000352,REPAIRED_BY
CLM-001836,CUS-001953,FILED_BY
CLM-001836,DEV-001469,USES_DEVICE
CLM-001836,REP-000368,REPAIRED_BY
CLM-001837,CUS-002791,FILED_BY
CLM-001837,DEV-001577,USES_DEVICE
CLM-001838,CUS-001779,FILED_BY
CLM-001838,DEV-000729,USES_DEVICE
CLM-001838,REP-000441,REPAIRED_BY
CLM-001839,CUS-001814,FILED_BY
CLM-001839,DEV-000547,USES_DEVICE
CLM-001840,CUS-002870,FILED_BY
CLM-001840,DEV-002723,USES_DEVICE
CLM-001840,REP-000618,REPAIRED_BY
CLM-001841,CUS-000592,FILED_BY
CLM-001841,DEV-001988,USES_DEVICE
CLM-001842,CUS-000049,FILED_BY
CLM-001842,DEV-000083,USES_DEVICE
CLM-001842,REP-000209,REPAIRED_BY
CLM-001843,CUS-000543,FILED_BY
CLM-001843,DEV-002479,USES_DEVICE
CLM-001843,REP-000110,REPAIRED_BY
CLM-001844,CUS-001967,FILED_BY
CLM-001844,DEV-000576,USES_DEVICE
CLM-001844,REP-000595,REPAIRED_BY
CLM-001845,CUS-000710,FILED_BY
CLM-001845,DEV-001964,USES_DEVICE
CLM-001845,REP-000351,REPAIRED_BY
CLM-001846,CUS-000762,FILED_BY
CLM-001846,DEV-000458,USES_DEVICE
CLM-001847,CUS-001017,FILED_BY
CLM-001847,DEV-001632,USES_DEVICE
CLM-001847,REP-000018,REPAIRED_BY
CLM-001848,CUS-001638,FILED_BY
CLM-001848,DEV-001021,USES_DEVICE
CLM-001848,REP-000643,REPAIRED_BY
CLM-001849,CUS-000710,FILED_BY
CLM-001849,DEV-000073,USES_DEVICE
CLM-001850,CUS-001451,FILED_BY
CLM-001850,DEV-001913,USES_DEVICE
CLM-001850,REP-000585,REPAIRED_BY
CLM-001851,CUS-002177,FILED_BY
CLM-001851,DEV-002816,USES_DEVICE
CLM-001851,REP-000609,REPAIRED_BY
CLM-001852,CUS-000075,FILED_BY
CLM-001852,DEV-001922,USES_DEVICE
CLM-001853,CUS-002337,FILED_BY
CLM-001853,DEV-000403,USES_DEVICE
CLM-001854,CUS-002309,FILED_BY
CLM-001854,DEV-000515,USES_DEVICE
CLM-001854,REP-000343,REPAIRED_BY
CLM-001855,CUS-000693,FILED_BY
CLM-001855,DEV-000186,USES_DEVICE
CLM-001856,CUS-002631,FILED_BY
CLM-001856,DEV-000624,USES_DEVICE
CLM-001857,CUS-001415,FILED_BY
CLM-001857,DEV-001625,USES_DEVICE
CLM-001857,REP-000590,REPAIRED_BY
CLM-001858,CUS-002799,FILED_BY
CLM-001858,DEV-001714,USES_DEVICE
CLM-001859,CUS-000030,FILED_BY
CLM-001859,DEV-002598,USES_DEVICE
CLM-001860,CUS-002967,FILED_BY
CLM-001860,DEV-000820,USES_DEVICE
CLM-001860,REP-000437,REPAIRED_BY
CLM-001861,CUS-002863,FILED_BY
CLM-001861,DEV-001579,USES_DEVICE
CLM-001861,REP-000440,REPAIRED_BY
CLM-001862,CUS-002443,FILED_BY
CLM-001862,DEV-000680,USES_DEVICE
CLM-001862,REP-000642,REPAIRED_BY
CLM-001863,CUS-002721,FILED_BY
CLM-001863,DEV-001384,USES_DEVICE
CLM-001864,CUS-002246,FILED_BY
CLM-001864,DEV-001611,USES_DEVICE
CLM-001864,REP-000353,REPAIRED_BY
CLM-001865,CUS-000585,FILED_BY
CLM-001865,DEV-002146,USES_DEVICE
CLM-001865,REP-000279,REPAIRED_BY
CLM-001866,CUS-002000,FILED_BY
CLM-001866,DEV-000835,USES_DEVICE
CLM-001866,REP-000055,REPAIRED_BY
CLM-001867,CUS-002118,FILED_BY
CLM-001867,DEV-001096,USES_DEVICE
CLM-001867,REP-000321,REPAIRED_BY
CLM-001868,CUS-000804,FILED_BY
CLM-001868,DEV-002673,USES_DEVICE
CLM-001868,REP-000372,REPAIRED_BY
CLM-001869,CUS-000493,FILED_BY
CLM-001869,DEV-000456,USES_DEVICE
CLM-001870,CUS-000035,FILED_BY
CLM-001870,DEV-002871,USES_DEVICE
CLM-001871,CUS-002377,FILED_BY
CLM-001871,DEV-000835,USES_DEVICE
CLM-001872,CUS-001675,FILED_BY
CLM-001872,DEV-000733,USES_DEVICE
CLM-001873,CUS-001512,FILED_BY
CLM-001873,DEV-000877,USES_DEVICE
CLM-001874,CUS-001427,FILED_BY
CLM-001874,DEV-002449,USES_DEVICE
CLM-001874,REP-000186,REPAIRED_BY
CLM-001875,CUS-000876,FILED_BY
CLM-001875,DEV-002601,USES_DEVICE
CLM-001876,CUS-001105,FILED_BY
CLM-001876,DEV-000012,USES_DEVICE
CLM-001876,REP-000336,REPAIRED_BY
CLM-001877,CUS-000818,FILED_BY
CLM-001877,DEV-000279,USES_DEVICE
CLM-001877,REP-000291,REPAIRED_BY
CLM-001878,CUS-002181,FILED_BY
CLM-001878,DEV-001196,USES_DEVICE
CLM-001878,REP-000386,REPAIRED_BY
CLM-001879,CUS-001172,FILED_BY
CLM-001879,DEV-000024,USES_DEVICE
CLM-001879,REP-000128,REPAIRED_BY
CLM-001880,CUS-001543,FILED_BY
CLM-001880,DEV-000789,USES_DEVICE
CLM-001880,REP-000500,REPAIRED_BY
CLM-001881,CUS-000132,FILED_BY
CLM-001881,DEV-002182,USES_DEVICE
CLM-001882,CUS-000826,FILED_BY
CLM-001882,DEV-001805,USES_DEVICE
CLM-001882,REP-000372,REPAIRED_BY
CLM-001883,CUS-000066,FILED_BY
CLM-001883,DEV-000289,USES_DEVICE
CLM-001883,REP-000316,REPAIRED_BY
CLM-001884,CUS-001641,FILED_BY
CLM-001884,DEV-001463,USES_DEVICE
CLM-001884,REP-000393,REPAIRED_BY
CLM-001885,CUS-002549,FILED_BY
CLM-001885,DEV-002823,USES_DEVICE
CLM-001886,CUS-002665,FILED_BY
CLM-001886,DEV-000182,USES_DEVICE
CLM-001887,CUS-001229,FILED_BY
CLM-001887,DEV-002907,USES_DEVICE
CLM-001888,CUS-001882,FILED_BY
CLM-001888,DEV-001969,USES_DEVICE
CLM-001888,REP-000281,REPAIRED_BY
CLM-001889,CUS-000532,FILED_BY
CLM-001889,DEV-002359,USES_DEVICE
CLM-001889,REP-000676,REPAIRED_BY
CLM-001890,CUS-001706,FILED_BY
CLM-001890,DEV-001974,USES_DEVICE
CLM-001890,REP-000224,REPAIRED_BY
CLM-001891,CUS-000007,FILED_BY
CLM-001891,DEV-000032,USES_DEVICE
CLM-001891,REP-000006,REPAIRED_BY
CLM-001892,CUS-000978,FILED_BY
CLM-001892,DEV-000053,USES_DEVICE
CLM-001892,REP-000070,REPAIRED_BY
CLM-001893,CUS-000688,FILED_BY
CLM-001893,DEV-002112,USES_DEVICE
CLM-001893,REP-000530,REPAIRED_BY
CLM-001894,CUS-000867,FILED_BY
CLM-001894,DEV-001264,USES_DEVICE
CLM-001894,REP-000638,REPAIRED_BY
CLM-001895,CUS-001941,FILED_BY
CLM-001895,DEV-001255,USES_DEVICE
CLM-001895,REP-000561,REPAIRED_BY
CLM-001896,CUS-001147,FILED_BY
CLM-001896,DEV-002156,USES_DEVICE
CLM-001896,REP-000282,REPAIRED_BY
CLM-001897,CUS-002574,FILED_BY
CLM-001897,DEV-000319,USES_DEVICE
CLM-001897,REP-000443,REPAIRED_BY
CLM-001898,CUS-000940,FILED_BY
CLM-001898,DEV-002567,USES_DEVICE
CLM-001898,REP-000394,REPAIRED_BY
CLM-001899,CUS-002845,FILED_BY
CLM-001899,DEV-001858,USES_DEVICE
CLM-001899,REP-000662,REPAIRED_BY
CLM-001900,CUS-000971,FILED_BY
CLM-001900,DEV-002121,USES_DEVICE
CLM-001900,REP-000193,REPAIRED_BY
CLM-001901,CUS-000438,FILED_BY
CLM-001901,DEV-000248,USES_DEVICE
CLM-001901,REP-000680,REPAIRED_BY
CLM-001902,CUS-001581,FILED_BY
CLM-001902,DEV-000482,USES_DEVICE
CLM-001902,REP-000388,REPAIRED_BY
CLM-001903,CUS-000403,FILED_BY
CLM-001903,DEV-001308,USES_DEVICE
CLM-001903,REP-000223,REPAIRED_BY
CLM-001904,CUS-001570,FILED_BY
CLM-001904,DEV-002384,USES_DEVICE
CLM-001905,CUS-002760,FILED_BY
CLM-001905,DEV-000038,USES_DEVICE
CLM-001905,REP-000511,REPAIRED_BY
CLM-001906,CUS-002320,FILED_BY
CLM-001906,DEV-001162,USES_DEVICE
CLM-001907,CUS-000952,FILED_BY
CLM-001907,DEV-001603,USES_DEVICE
CLM-001907,REP-000615,REPAIRED_BY
CLM-001908,CUS-001576,FILED_BY
CLM-001908,DEV-002317,USES_DEVICE
CLM-001908,REP-000437,REPAIRED_BY
CLM-001909,CUS-002645,FILED_BY
CLM-001909,DEV-002062,USES_DEVICE
CLM-001909,REP-000350,REPAIRED_BY
CLM-001910,CUS-000560,FILED_BY
CLM-001910,DEV-002009,USES_DEVICE
CLM-001910,REP-000556,REPAIRED_BY
CLM-001911,CUS-001773,FILED_BY
CLM-001911,DEV-002730,USES_DEVICE
CLM-001911,REP-000501,REPAIRED_BY
CLM-001912,CUS-001018,FILED_BY
CLM-001912,DEV-001514,USES_DEVICE
CLM-001912,REP-000503,REPAIRED_BY
CLM-001913,CUS-001529,FILED_BY
CLM-001913,DEV-000828,USES_DEVICE
CLM-001913,REP-000211,REPAIRED_BY
CLM-001914,CUS-000481,FILED_BY
CLM-001914,DEV-001961,USES_DEVICE
CLM-001914,REP-000469,REPAIRED_BY
CLM-001915,CUS-002964,FILED_BY
CLM-001915,DEV-002831,USES_DEVICE
CLM-001915,REP-000387,REPAIRED_BY
CLM-001916,CUS-000403,FILED_BY
CLM-001916,DEV-002722,USES_DEVICE
CLM-001917,CUS-002932,FILED_BY
CLM-001917,DEV-000982,USES_DEVICE
CLM-001918,CUS-000282,FILED_BY
CLM-001918,DEV-000879,USES_DEVICE
CLM-001919,CUS-002311,FILED_BY
CLM-001919,DEV-001879,USES_DEVICE
CLM-001919,REP-000309,REPAIRED_BY
CLM-001920,CUS-000816,FILED_BY
CLM-001920,DEV-000316,USES_DEVICE
CLM-001921,CUS-002444,FILED_BY
CLM-001921,DEV-000798,USES_DEVICE
CLM-001921,REP-000490,REPAIRED_BY
CLM-001922,CUS-002533,FILED_BY
CLM-001922,DEV-002713,USES_DEVICE
CLM-001922,REP-000626,REPAIRED_BY
CLM-001923,CUS-001943,FILED_BY
CLM-001923,DEV-000418,USES_DEVICE
CLM-001923,REP-000116,REPAIRED_BY
CLM-001924,CUS-002163,FILED_BY
CLM-001924,DEV-002438,USES_DEVICE
CLM-001925,CUS-002817,FILED_BY
CLM-001925,DEV-000464,USES_DEVICE
CLM-001925,REP-000092,REPAIRED_BY
CLM-001926,CUS-002642,FILED_BY
CLM-001926,DEV-000979,USES_DEVICE
CLM-001927,CUS-002901,FILED_BY
CLM-001927,DEV-001994,USES_DEVICE
CLM-001927,REP-000453,REPAIRED_BY
CLM-001928,CUS-001694,FILED_BY
CLM-001928,DEV-000404,USES_DEVICE
CLM-001929,CUS-001615,FILED_BY
CLM-001929,DEV-001617,USES_DEVICE
CLM-001930,CUS-001342,FILED_BY
CLM-001930,DEV-000020,USES_DEVICE
CLM-001931,CUS-000917,FILED_BY
CLM-001931,DEV-001846,USES_DEVICE
CLM-001932,CUS-001831,FILED_BY
CLM-001932,DEV-002547,USES_DEVICE
CLM-001932,REP-000352,REPAIRED_BY
CLM-001933,CUS-002555,FILED_BY
CLM-001933,DEV-002344,USES_DEVICE
CLM-001933,REP-000648,REPAIRED_BY
CLM-001934,CUS-000207,FILED_BY
CLM-001934,DEV-002011,USES_DEVICE
CLM-001935,CUS-000079,FILED_BY
CLM-001935,DEV-001477,USES_DEVICE
CLM-001935,REP-000502,REPAIRED_BY
CLM-001936,CUS-001242,FILED_BY
CLM-001936,DEV-001554,USES_DEVICE
CLM-001936,REP-000147,REPAIRED_BY
CLM-001937,CUS-001834,FILED_BY
CLM-001937,DEV-001097,USES_DEVICE
CLM-001938,CUS-001596,FILED_BY
CLM-001938,DEV-002265,USES_DEVICE
CLM-001939,CUS-002432,FILED_BY
CLM-001939,DEV-000250,USES_DEVICE
CLM-001939,REP-000299,REPAIRED_BY
CLM-001940,CUS-001727,FILED_BY
CLM-001940,DEV-002340,USES_DEVICE
CLM-001941,CUS-001012,FILED_BY
CLM-001941,DEV-001710,USES_DEVICE
CLM-001942,CUS-002109,FILED_BY
CLM-001942,DEV-002880,USES_DEVICE
CLM-001942,REP-000516,REPAIRED_BY
CLM-001943,CUS-001195,FILED_BY
CLM-001943,DEV-000459,USES_DEVICE
CLM-001943,REP-000416,REPAIRED_BY
CLM-001944,CUS-002996,FILED_BY
CLM-001944,DEV-001784,USES_DEVICE
CLM-001944,REP-000068,REPAIRED_BY
CLM-001945,CUS-000158,FILED_BY
CLM-001945,DEV-002733,USES_DEVICE
CLM-001945,REP-000007,REPAIRED_BY
CLM-001946,CUS-001886,FILED_BY
CLM-001946,DEV-000851,USES_DEVICE
CLM-001947,CUS-002741,FILED_BY
CLM-001947,DEV-001702,USES_DEVICE
CLM-001947,REP-000595,REPAIRED_BY
CLM-001948,CUS-001394,FILED_BY
CLM-001948,DEV-002720,USES_DEVICE
CLM-001948,REP-000156,REPAIRED_BY
CLM-001949,CUS-001649,FILED_BY
CLM-001949,DEV-000394,USES_DEVICE
CLM-001949,REP-000022,REPAIRED_BY
CLM-001950,CUS-000158,FILED_BY
CLM-001950,DEV-002486,USES_DEVICE
CLM-001951,CUS-002340,FILED_BY
CLM-001951,DEV-002386,USES_DEVICE
CLM-001952,CUS-000898,FILED_BY
CLM-001952,DEV-002852,USES_DEVICE
CLM-001952,REP-000532,REPAIRED_BY
CLM-001953,CUS-000363,FILED_BY
CLM-001953,DEV-002031,USES_DEVICE
CLM-001953,REP-000526,REPAIRED_BY
CLM-001954,CUS-000706,FILED_BY
CLM-001954,DEV-000474,USES_DEVICE
CLM-001954,REP-000140,REPAIRED_BY
CLM-001955,CUS-001846,FILED_BY
CLM-001955,DEV-001401,USES_DEVICE
CLM-001955,REP-000080,REPAIRED_BY
CLM-001956,CUS-002933,FILED_BY
CLM-001956,DEV-001387,USES_DEVICE
CLM-001957,CUS-002638,FILED_BY
CLM-001957,DEV-001481,USES_DEVICE
CLM-001957,REP-000530,REPAIRED_BY
CLM-001958,CUS-001806,FILED_BY
CLM-001958,DEV-002835,USES_DEVICE
CLM-001959,CUS-001289,FILED_BY
CLM-001959,DEV-000700,USES_DEVICE
CLM-001960,CUS-000345,FILED_BY
CLM-001960,DEV-000535,USES_DEVICE
CLM-001961,CUS-000359,FILED_BY
CLM-001961,DEV-000531,USES_DEVICE
CLM-001961,REP-000651,REPAIRED_BY
CLM-001962,CUS-000390,FILED_BY
CLM-001962,DEV-000929,USES_DEVICE
CLM-001963,CUS-000114,FILED_BY
CLM-001963,DEV-002056,USES_DEVICE
CLM-001964,CUS-001961,FILED_BY
CLM-001964,DEV-001874,USES_DEVICE
CLM-001964,REP-000420,REPAIRED_BY
CLM-001965,CUS-002612,FILED_BY
CLM-001965,DEV-002116,USES_DEVICE
CLM-001966,CUS-002093,FILED_BY
CLM-001966,DEV-001861,USES_DEVICE
CLM-001966,REP-000240,REPAIRED_BY
CLM-001967,CUS-000700,FILED_BY
CLM-001967,DEV-001767,USES_DEVICE
CLM-001967,REP-000247,REPAIRED_BY
CLM-001968,CUS-002101,FILED_BY
CLM-001968,DEV-000898,USES_DEVICE
CLM-001969,CUS-002239,FILED_BY
CLM-001969,DEV-000832,USES_DEVICE
CLM-001969,REP-000596,REPAIRED_BY
CLM-001970,CUS-000032,FILED_BY
CLM-001970,DEV-000992,USES_DEVICE
CLM-001970,REP-000507,REPAIRED_BY
CLM-001971,CUS-001506,FILED_BY
CLM-001971,DEV-002091,USES_DEVICE
CLM-001972,CUS-001996,FILED_BY
CLM-001972,DEV-001630,USES_DEVICE
CLM-001972,REP-000130,REPAIRED_BY
CLM-001973,CUS-002194,FILED_BY
CLM-001973,DEV-000544,USES_DEVICE
CLM-001974,CUS-000270,FILED_BY
CLM-001974,DEV-000381,USES_DEVICE
CLM-001974,REP-000256,REPAIRED_BY
CLM-001975,CUS-000097,FILED_BY
CLM-001975,DEV-000682,USES_DEVICE
CLM-001976,CUS-001750,FILED_BY
CLM-001976,DEV-001692,USES_DEVICE
CLM-001977,CUS-000319,FILED_BY
CLM-001977,DEV-000549,USES_DEVICE
CLM-001978,CUS-000653,FILED_BY
CLM-001978,DEV-001711,USES_DEVICE
CLM-001978,REP-000210,REPAIRED_BY
CLM-001979,CUS-000362,FILED_BY
CLM-001979,DEV-001686,USES_DEVICE
CLM-001980,CUS-000144,FILED_BY
CLM-001980,DEV-001627,USES_DEVICE
CLM-001981,CUS-000444,FILED_BY
CLM-001981,DEV-000128,USES_DEVICE
CLM-001981,REP-000685,REPAIRED_BY
CLM-001982,CUS-002416,FILED_BY
CLM-001982,DEV-001531,USES_DEVICE
CLM-001982,REP-000035,REPAIRED_BY
CLM-001983,CUS-000755,FILED_BY
CLM-001983,DEV-000805,USES_DEVICE
CLM-001983,REP-000695,REPAIRED_BY
CLM-001984,CUS-002611,FILED_BY
CLM-001984,DEV-001835,USES_DEVICE
CLM-001984,REP-000682,REPAIRED_BY
CLM-001985,CUS-002608,FILED_BY
CLM-001985,DEV-001316,USES_DEVICE
CLM-001986,CUS-002786,FILED_BY
CLM-001986,DEV-000086,USES_DEVICE
CLM-001986,REP-000153,REPAIRED_BY
CLM-001987,CUS-001615,FILED_BY
CLM-001987,DEV-001617,USES_DEVICE
CLM-001988,CUS-000632,FILED_BY
CLM-001988,DEV-000960,USES_DEVICE
CLM-001989,CUS-000597,FILED_BY
CLM-001989,DEV-000400,USES_DEVICE
CLM-001989,REP-000095,REPAIRED_BY
CLM-001990,CUS-001368,FILED_BY
CLM-001990,DEV-001681,USES_DEVICE
CLM-001990,REP-000631,REPAIRED_BY
CLM-001991,CUS-002282,FILED_BY
CLM-001991,DEV-001393,USES_DEVICE
CLM-001991,REP-000395,REPAIRED_BY
CLM-001992,CUS-000587,FILED_BY
CLM-001992,DEV-000407,USES_DEVICE
CLM-001992,REP-000443,REPAIRED_BY
CLM-001993,CUS-002040,FILED_BY
CLM-001993,DEV-002217,USES_DEVICE
CLM-001994,CUS-001694,FILED_BY
CLM-001994,DEV-000404,USES_DEVICE
CLM-001995,CUS-001895,FILED_BY
CLM-001995,DEV-002919,USES_DEVICE
CLM-001995,REP-000392,REPAIRED_BY
CLM-001996,CUS-000248,FILED_BY
CLM-001996,DEV-000182,USES_DEVICE
CLM-001996,REP-000553,REPAIRED_BY
CLM-001997,CUS-000463,FILED_BY
CLM-001997,DEV-000623,USES_DEVICE
CLM-001997,REP-000537,REPAIRED_BY
CLM-001998,CUS-001508,FILED_BY
CLM-001998,DEV-000782,USES_DEVICE
CLM-001998,REP-000331,REPAIRED_BY
CLM-001999,CUS-002900,FILED_BY
CLM-001999,DEV-001617,USES_DEVICE
CLM-001999,REP-000614,REPAIRED_BY
CLM-002000,CUS-001061,FILED_BY
CLM-002000,DEV-001577,USES_DEVICE
CLM-002000,REP-000369,REPAIRED_BY
CLM-002001,CUS-002836,FILED_BY
CLM-002001,DEV-001832,USES_DEVICE
CLM-002001,REP-000293,REPAIRED_BY
CLM-002002,CUS-002917,FILED_BY
CLM-002002,DEV-002249,USES_DEVICE
CLM-002003,CUS-000224,FILED_BY
CLM-002003,DEV-000839,USES_DEVICE
CLM-002004,CUS-002426,FILED_BY
CLM-002004,DEV-001497,USES_DEVICE
CLM-002005,CUS-000762,FILED_BY
CLM-002005,DEV-001979,USES_DEVICE
CLM-002006,CUS-002751,FILED_BY
CLM-002006,DEV-002252,USES_DEVICE
CLM-002007,CUS-000633,FILED_BY
CLM-002007,DEV-001334,USES_DEVICE
CLM-002008,CUS-001256,FILED_BY
CLM-002008,DEV-000440,USES_DEVICE
CLM-002009,CUS-000138,FILED_BY
CLM-002009,DEV-000112,USES_DEVICE
CLM-002010,CUS-002045,FILED_BY
CLM-002010,DEV-001572,USES_DEVICE
CLM-002010,REP-000003,REPAIRED_BY
CLM-002011,CUS-001432,FILED_BY
CLM-002011,DEV-000453,USES_DEVICE
CLM-002011,REP-000069,REPAIRED_BY
CLM-002012,CUS-001105,FILED_BY
CLM-002012,DEV-000012,USES_DEVICE
CLM-002013,CUS-002431,FILED_BY
CLM-002013,DEV-001441,USES_DEVICE
CLM-002014,CUS-002430,FILED_BY
CLM-002014,DEV-002400,USES_DEVICE
CLM-002014,REP-000108,REPAIRED_BY
CLM-002015,CUS-002945,FILED_BY
CLM-002015,DEV-002228,USES_DEVICE
CLM-002016,CUS-001562,FILED_BY
CLM-002016,DEV-000212,USES_DEVICE
CLM-002016,REP-000427,REPAIRED_BY
CLM-002017,CUS-000898,FILED_BY
CLM-002017,DEV-001698,USES_DEVICE
CLM-002018,CUS-001504,FILED_BY
CLM-002018,DEV-002729,USES_DEVICE
CLM-002019,CUS-002767,FILED_BY
CLM-002019,DEV-002386,USES_DEVICE
CLM-002019,REP-000597,REPAIRED_BY
CLM-002020,CUS-001329,FILED_BY
CLM-002020,DEV-002684,USES_DEVICE
CLM-002020,REP-000145,REPAIRED_BY
CLM-002021,CUS-000704,FILED_BY
CLM-002021,DEV-002000,USES_DEVICE
CLM-002021,REP-000392,REPAIRED_BY
CLM-002022,CUS-002665,FILED_BY
CLM-002022,DEV-001911,USES_DEVICE
CLM-002022,REP-000503,REPAIRED_BY
CLM-002023,CUS-002105,FILED_BY
CLM-002023,DEV-001954,USES_DEVICE
CLM-002024,CUS-000294,FILED_BY
CLM-002024,DEV-000644,USES_DEVICE
CLM-002024,REP-000479,REPAIRED_BY
CLM-002025,CUS-001418,FILED_BY
CLM-002025,DEV-001224,USES_DEVICE
CLM-002026,CUS-000917,FILED_BY
CLM-002026,DEV-001015,USES_DEVICE
CLM-002027,CUS-001328,FILED_BY
CLM-002027,DEV-002592,USES_DEVICE
CLM-002027,REP-000286,REPAIRED_BY
CLM-002028,CUS-000363,FILED_BY
CLM-002028,DEV-002031,USES_DEVICE
CLM-002029,CUS-000784,FILED_BY
CLM-002029,DEV-002435,USES_DEVICE
CLM-002029,REP-000594,REPAIRED_BY
CLM-002030,CUS-001975,FILED_BY
CLM-002030,DEV-000418,USES_DEVICE
CLM-002030,REP-000539,REPAIRED_BY
CLM-002031,CUS-000255,FILED_BY
CLM-002031,DEV-001841,USES_DEVICE
CLM-002031,REP-000596,REPAIRED_BY
CLM-002032,CUS-001392,FILED_BY
CLM-002032,DEV-002342,USES_DEVICE
CLM-002033,CUS-002710,FILED_BY
CLM-002033,DEV-001715,USES_DEVICE
CLM-002033,REP-000446,REPAIRED_BY
CLM-002034,CUS-002585,FILED_BY
CLM-002034,DEV-001064,USES_DEVICE
CLM-002035,CUS-001515,FILED_BY
CLM-002035,DEV-000411,USES_DEVICE
CLM-002035,REP-000431,REPAIRED_BY
CLM-002036,CUS-000608,FILED_BY
CLM-002036,DEV-002374,USES_DEVICE
CLM-002037,CUS-001972,FILED_BY
CLM-002037,DEV-001945,USES_DEVICE
CLM-002038,CUS-000754,FILED_BY
CLM-002038,DEV-002205,USES_DEVICE
CLM-002038,REP-000093,REPAIRED_BY
CLM-002039,CUS-001435,FILED_BY
CLM-002039,DEV-001437,USES_DEVICE
CLM-002039,REP-000426,REPAIRED_BY
CLM-002040,CUS-002394,FILED_BY
CLM-002040,DEV-002278,USES_DEVICE
CLM-002040,REP-000274,REPAIRED_BY
CLM-002041,CUS-001898,FILED_BY
CLM-002041,DEV-000676,USES_DEVICE
CLM-002041,REP-000329,REPAIRED_BY
CLM-002042,CUS-000143,FILED_BY
CLM-002042,DEV-001599,USES_DEVICE
CLM-002042,REP-000090,REPAIRED_BY
CLM-002043,CUS-000349,FILED_BY
CLM-002043,DEV-000690,USES_DEVICE
CLM-002043,REP-000440,REPAIRED_BY
CLM-002044,CUS-002725,FILED_BY
CLM-002044,DEV-002028,USES_DEVICE
CLM-002044,REP-000695,REPAIRED_BY
CLM-002045,CUS-000899,FILED_BY
CLM-002045,DEV-001593,USES_DEVICE
CLM-002045,REP-000579,REPAIRED_BY
CLM-002046,CUS-000319,FILED_BY
CLM-002046,DEV-001473,USES_DEVICE
CLM-002046,REP-000416,REPAIRED_BY
CLM-002047,CUS-001090,FILED_BY
CLM-002047,DEV-002248,USES_DEVICE
CLM-002047,REP-000092,REPAIRED_BY
CLM-002048,CUS-002981,FILED_BY
CLM-002048,DEV-002981,USES_DEVICE
CLM-002048,REP-000681,REPAIRED_BY
CLM-002049,CUS-002640,FILED_BY
CLM-002049,DEV-002447,USES_DEVICE
CLM-002049,REP-000293,REPAIRED_BY
CLM-002050,CUS-000870,FILED_BY
CLM-002050,DEV-002303,USES_DEVICE
CLM-002051,CUS-002456,FILED_BY
CLM-002051,DEV-000913,USES_DEVICE
CLM-002051,REP-000551,REPAIRED_BY
CLM-002052,CUS-000127,FILED_BY
CLM-002052,DEV-001551,USES_DEVICE
CLM-002052,REP-000480,REPAIRED_BY
CLM-002053,CUS-002991,FILED_BY
CLM-002053,DEV-002077,USES_DEVICE
CLM-002053,REP-000589,REPAIRED_BY
CLM-002054,CUS-002299,FILED_BY
CLM-002054,DEV-001986,USES_DEVICE
CLM-002054,REP-000670,REPAIRED_BY
CLM-002055,CUS-001518,FILED_BY
CLM-002055,DEV-001038,USES_DEVICE
CLM-002056,CUS-002810,FILED_BY
CLM-002056,DEV-002440,USES_DEVICE
CLM-002056,REP-000400,REPAIRED_BY
CLM-002057,CUS-002819,FILED_BY
CLM-002057,DEV-000860,USES_DEVICE
CLM-002058,CUS-002041,FILED_BY
CLM-002058,DEV-001025,USES_DEVICE
CLM-002058,REP-000462,REPAIRED_BY
CLM-002059,CUS-000104,FILED_BY
CLM-002059,DEV-002191,USES_DEVICE
CLM-002060,CUS-002118,FILED_BY
CLM-002060,DEV-001096,USES_DEVICE
CLM-002060,REP-000411,REPAIRED_BY
CLM-002061,CUS-002652,FILED_BY
CLM-002061,DEV-001812,USES_DEVICE
CLM-002061,REP-000541,REPAIRED_BY
CLM-002062,CUS-001271,FILED_BY
CLM-002062,DEV-002330,USES_DEVICE
CLM-002062,REP-000525,REPAIRED_BY
CLM-002063,CUS-002965,FILED_BY
CLM-002063,DEV-002254,USES_DEVICE
CLM-002063,REP-000206,REPAIRED_BY
CLM-002064,CUS-000965,FILED_BY
CLM-002064,DEV-001568,USES_DEVICE
CLM-002065,CUS-001560,FILED_BY
CLM-002065,DEV-001105,USES_DEVICE
CLM-002066,CUS-001841,FILED_BY
CLM-002066,DEV-000310,USES_DEVICE
CLM-002067,CUS-002907,FILED_BY
CLM-002067,DEV-002703,USES_DEVICE
