id,node_type,claim_amount,claim_type,claim_date
CLM-002634,claim,1579.2,accidental_damage,2024-08-11
CLM-002635,claim,135.23,mechanical_failure,2023-07-17
CLM-002636,claim,215.48,mechanical_failure,2024-09-16
CLM-002637,claim,552.66,theft,2023-10-05
CLM-002638,claim,560.13,battery_issue,2023-01-27
CLM-002639,claim,513.03,software_issue,2024-06-26
CLM-002640,claim,141.89,battery_issue,2023-08-04
CLM-002641,claim,128.63,mechanical_failure,2023-10-26
CLM-002642,claim,75.81,theft,2023-05-17
CLM-002643,claim,89.43,battery_issue,2023-03-29
CLM-002644,claim,278.44,accidental_damage,2024-03-11
CLM-002645,claim,127.91,theft,2023-04-03
CLM-002646,claim,62.65,software_issue,2023-04-19
CLM-002647,claim,113.59,software_issue,2024-07-21
CLM-002648,claim,174.62,software_issue,2024-02-21
CLM-002649,claim,280.26,water_damage,2023-05-12
CLM-002650,claim,132.93,software_issue,2024-07-09
CLM-002651,claim,551.89,battery_issue,2024-10-24
CLM-002652,claim,594.23,battery_issue,2024-07-15
CLM-002653,claim,109.65,software_issue,2024-06-12
CLM-002654,claim,706.68,battery_issue,2023-06-20
CLM-002655,claim,78.61,mechanical_failure,2023-01-27
CLM-002656,claim,94.97,mechanical_failure,2023-08-08
CLM-002657,claim,359.73,battery_issue,2023-07-26
CLM-002658,claim,336.37,accidental_damage,2023-11-15
CLM-002659,claim,196.52,mechanical_failure,2024-08-07
CLM-002660,claim,287.24,mechanical_failure,2024-02-11
CLM-002661,claim,361.49,accidental_damage,2024-05-31
CLM-002662,claim,198.02,theft,2024-01-17
CLM-002663,claim,1591.08,battery_issue,2024-04-23
CLM-002664,claim,967.66,water_damage,2024-02-25
CLM-002665,claim,477.85,mechanical_failure,2024-08-14
CLM-002666,claim,1041.7,battery_issue,2024-01-28
CLM-002667,claim,115.63,theft,2023-02-07
CLM-002668,claim,266.05,screen_damage,2023-01-05
CLM-002669,claim,22.84,mechanical_failure,2023-07-24
CLM-002670,claim,237.57,water_damage,2023-12-17
CLM-002671,claim,64.15,water_damage,2024-07-27
CLM-002672,claim,236.53,theft,2023-06-18
CLM-002673,claim,201.91,water_damage,2024-06-01
CLM-002674,claim,216.81,battery_issue,2024-04-04
CLM-002675,claim,568.32,water_damage,2024-07-09
CLM-002676,claim,561.13,screen_damage,2023-03-21
CLM-002677,claim,1232.82,water_damage,2024-08-11
CLM-002678,claim,48.2,mechanical_failure,2023-10-31
CLM-002679,claim,208.07,battery_issue,2023-02-10
CLM-002680,claim,123.96,theft,2024-10-01
CLM-002681,claim,162.4,screen_damage,2024-05-04
CLM-002682,claim,374.51,theft,2024-09-18
CLM-002683,claim,93.16,software_issue,2024-08-31
CLM-002684,claim,87.82,theft,2024-09-20
CLM-002685,claim,104.32,screen_damage,2024-08-02
CLM-002686,claim,126.68,software_issue,2024-04-30
CLM-002687,claim,427.15,accidental_damage,2024-01-26
CLM-002688,claim,131.77,software_issue,2023-05-05
CLM-002689,claim,363.58,software_issue,2023-04-16
CLM-002690,claim,290.0,mechanical_failure,2024-03-04
CLM-002691,claim,107.22,software_issue,2024-05-29
CLM-002692,claim,311.09,theft,2024-10-13
CLM-002693,claim,181.1,software_issue,2024-03-26
CLM-002694,claim,189.29,screen_damage,2023-02-28
CLM-002695,claim,215.12,mechanical_failure,2023-01-27
CLM-002696,claim,175.72,software_issue,2024-03-19
CLM-002697,claim,143.32,screen_damage,2023-03-15
CLM-002698,claim,492.26,software_issue,2024-02-27
CLM-002699,claim,95.47,battery_issue,2023-12-07
CLM-002700,claim,121.37,software_issue,2023-05-27
CLM-002701,claim,143.39,water_damage,2024-03-09
CLM-002702,claim,338.82,water_damage,2023-01-23
CLM-002703,claim,203.86,software_issue,2023-02-04
CLM-002704,claim,261.44,mechanical_failure,2024-02-25
CLM-002705,claim,347.7,theft,2023-03-26
CLM-002706,claim,220.66,mechanical_failure,2024-05-30
CLM-002707,claim,98.58,battery_issue,2023-03-25
CLM-002708,claim,107.24,software_issue,2023-01-05
CLM-002709,claim,189.24,software_issue,2024-08-12
CLM-002710,claim,35.71,accidental_damage,2023-08-29
CLM-002711,claim,103.33,theft,2023-06-13
CLM-002712,claim,132.67,mechanical_failure,2023-10-07
CLM-002713,claim,169.38,accidental_damage,2024-04-22
CLM-002714,claim,49.59,battery_issue,2024-03-16
CLM-002715,claim,233.74,water_damage,2024-05-07
CLM-002716,claim,1565.18,water_damage,2023-10-26
CLM-002717,claim,337.91,mechanical_failure,2024-10-30
CLM-002718,claim,598.14,theft,2023-10-21
CLM-002719,claim,119.18,accidental_damage,2024-07-25
CLM-002720,claim,39.43,water_damage,2023-11-22
CLM-002721,claim,78.7,battery_issue,2023-12-11
CLM-002722,claim,282.4,theft,2024-10-16
CLM-002723,claim,39.11,accidental_damage,2024-02-29
CLM-002724,claim,140.37,software_issue,2024-06-11
CLM-002725,claim,202.83,theft,2023-04-13
CLM-002726,claim,397.43,mechanical_failure,2024-11-20
CLM-002727,claim,376.25,mechanical_failure,2024-11-28
CLM-002728,claim,421.61,screen_damage,2023-03-30
CLM-002729,claim,212.74,battery_issue,2024-03-01
CLM-002730,claim,258.69,screen_damage,2024-09-26
CLM-002731,claim,114.02,mechanical_failure,2023-02-14
CLM-002732,claim,208.29,accidental_damage,2024-08-21
CLM-002733,claim,725.72,software_issue,2023-06-27
CLM-002734,claim,102.85,accidental_damage,2023-12-20
CLM-002735,claim,352.71,software_issue,2023-09-28
CLM-002736,claim,278.8,battery_issue,2023-09-01
CLM-002737,claim,363.84,screen_damage,2023-10-24
CLM-002738,claim,625.79,screen_damage,2024-04-10
CLM-002739,claim,129.33,theft,2024-05-26
CLM-002740,claim,792.77,theft,2024-10-18
CLM-002741,claim,180.93,mechanical_failure,2023-01-23
CLM-002742,claim,318.97,software_issue,2024-07-25
CLM-002743,claim,455.1,accidental_damage,2023-08-01
CLM-002744,claim,149.74,software_issue,2024-11-04
CLM-002745,claim,185.63,theft,2024-02-11
CLM-002746,claim,360.6,theft,2024-02-23
CLM-002747,claim,448.19,battery_issue,2023-05-20
CLM-002748,claim,379.12,software_issue,2024-06-30
CLM-002749,claim,102.94,theft,2024-02-07
CLM-002750,claim,343.11,software_issue,2024-10-05
CLM-002751,claim,323.86,screen_damage,2024-10-24
CLM-002752,claim,419.37,theft,2023-04-23
CLM-002753,claim,441.64,theft,2024-11-05
CLM-002754,claim,237.28,water_damage,2024-01-29
CLM-002755,claim,61.8,accidental_damage,2024-11-08
CLM-002756,claim,255.27,software_issue,2023-08-18
CLM-002757,claim,207.37,screen_damage,2023-07-14
CLM-002758,claim,549.19,accidental_damage,2023-04-18
CLM-002759,claim,260.25,theft,2023-07-11
CLM-002760,claim,60.71,accidental_damage,2023-08-03
CLM-002761,claim,229.21,software_issue,2023-11-26
CLM-002762,claim,129.53,water_damage,2024-11-02
CLM-002763,claim,138.51,mechanical_failure,2023-03-28
CLM-002764,claim,308.73,software_issue,2024-11-01
CLM-002765,claim,362.78,water_damage,2024-11-06
CLM-002766,claim,99.99,software_issue,2024-03-01
CLM-002767,claim,166.9,accidental_damage,2023-12-28
CLM-002768,claim,178.92,battery_issue,2023-09-29
CLM-002769,claim,59.05,screen_damage,2023-12-16
CLM-002770,claim,66.87,accidental_damage,2023-10-17
CLM-002771,claim,318.42,mechanical_failure,2023-06-18
CLM-002772,claim,856.41,water_damage,2023-04-20
CLM-002773,claim,273.05,mechanical_failure,2023-01-22
CLM-002774,claim,101.73,accidental_damage,2023-05-07
CLM-002775,claim,120.78,software_issue,2024-03-23
CLM-002776,claim,272.21,battery_issue,2023-08-08
CLM-002777,claim,95.94,theft,2024-02-12
CLM-002778,claim,410.95,software_issue,2024-11-27
CLM-002779,claim,363.11,software_issue,2024-06-24
CLM-002780,claim,258.68,water_damage,2023-06-03
CLM-002781,claim,307.97,theft,2023-06-05
CLM-002782,claim,229.28,software_issue,2023-03-04
CLM-002783,claim,178.3,theft,2024-05-15
CLM-002784,claim,1860.2,accidental_damage,2024-08-16
CLM-002785,claim,234.13,screen_damage,2023-03-09
CLM-002786,claim,571.46,battery_issue,2024-03-15
CLM-002787,claim,189.96,battery_issue,2024-07-25
CLM-002788,claim,314.08,software_issue,2024-07-17
CLM-002789,claim,229.11,water_damage,2023-05-25
CLM-002790,claim,168.5,theft,2023-06-21
CLM-002791,claim,66.74,screen_damage,2024-08-23
CLM-002792,claim,338.03,software_issue,2023-01-09
CLM-002793,claim,163.81,software_issue,2023-04-08
CLM-002794,claim,289.82,water_damage,2024-10-12
CLM-002795,claim,109.7,battery_issue,2023-02-06
CLM-002796,claim,444.33,battery_issue,2023-11-18
CLM-002797,claim,1343.3,software_issue,2024-01-03
CLM-002798,claim,647.64,software_issue,2024-01-27
CLM-002799,claim,129.7,screen_damage,2024-11-01
CLM-002800,claim,405.57,water_damage,2024-03-16
CLM-002801,claim,145.82,screen_damage,2023-07-07
CLM-002802,claim,67.75,water_damage,2023-09-17
CLM-002803,claim,276.47,battery_issue,2024-05-13
CLM-002804,claim,102.13,theft,2024-06-02
CLM-002805,claim,158.01,software_issue,2024-03-24
CLM-002806,claim,565.9,theft,2023-11-23
CLM-002807,claim,302.01,water_damage,2024-03-27
CLM-002808,claim,337.12,theft,2023-07-08
CLM-002809,claim,129.02,theft,2023-11-07
CLM-002810,claim,184.81,water_damage,2024-06-06
CLM-002811,claim,230.57,battery_issue,2024-09-08
CLM-002812,claim,297.29,accidental_damage,2023-05-11
CLM-002813,claim,49.3,theft,2023-01-16
CLM-002814,claim,123.45,software_issue,2023-06-10
CLM-002815,claim,1295.48,accidental_damage,2024-08-11
CLM-002816,claim,226.46,screen_damage,2023-09-29
CLM-002817,claim,101.56,mechanical_failure,2024-10-30
CLM-002818,claim,213.43,theft,2024-02-14
CLM-002819,claim,422.12,software_issue,2023-10-17
CLM-002820,claim,714.25,screen_damage,2024-02-15
CLM-002821,claim,140.7,battery_issue,2024-05-23
CLM-002822,claim,166.48,theft,2023-12-21
CLM-002823,claim,777.61,mechanical_failure,2023-11-18
CLM-002824,claim,240.79,screen_damage,2024-11-23
CLM-002825,claim,193.11,mechanical_failure,2024-08-31
CLM-002826,claim,137.16,accidental_damage,2023-01-02
CLM-002827,claim,2741.94,theft,2023-05-20
CLM-002828,claim,210.9,accidental_damage,2024-08-08
CLM-002829,claim,253.61,water_damage,2023-11-25
CLM-002830,claim,133.66,accidental_damage,2023-12-23
CLM-002831,claim,76.67,screen_damage,2023-08-14
CLM-002832,claim,430.93,accidental_damage,2023-08-04
CLM-002833,claim,159.91,software_issue,2024-10-12
CLM-002834,claim,95.85,theft,2024-07-25
CLM-002835,claim,100.26,mechanical_failure,2023-12-27
CLM-002836,claim,225.7,screen_damage,2024-01-16
CLM-002837,claim,143.73,water_damage,2024-11-30
CLM-002838,claim,256.83,battery_issue,2024-09-09
CLM-002839,claim,69.31,theft,2023-08-14
CLM-002840,claim,479.8,screen_damage,2024-11-27
CLM-002841,claim,787.68,accidental_damage,2024-10-20
CLM-002842,claim,145.84,mechanical_failure,2024-06-16
CLM-002843,claim,122.99,software_issue,2024-02-14
CLM-002844,claim,195.79,theft,2023-06-11
CLM-002845,claim,389.33,accidental_damage,2023-12-20
CLM-002846,claim,281.76,accidental_damage,2024-11-04
CLM-002847,claim,400.36,battery_issue,2024-11-15
CLM-002848,claim,225.32,accidental_damage,2023-09-12
CLM-002849,claim,705.9,screen_damage,2024-08-12
CLM-002850,claim,834.51,battery_issue,2024-08-18
CLM-002851,claim,228.5,water_damage,2023-02-09
CLM-002852,claim,140.38,screen_damage,2024-10-06
CLM-002853,claim,2070.97,screen_damage,2023-03-09
CLM-002854,claim,36.51,software_issue,2024-03-16
CLM-002855,claim,1182.89,theft,2023-04-21
CLM-002856,claim,48.74,mechanical_failure,2024-02-21
CLM-002857,claim,164.89,screen_damage,2024-09-18
CLM-002858,claim,226.56,battery_issue,2023-05-06
CLM-002859,claim,125.62,screen_damage,2023-12-18
CLM-002860,claim,301.64,theft,2023-09-23
CLM-002861,claim,51.13,theft,2024-09-03
CLM-002862,claim,217.66,mechanical_failure,2024-02-16
CLM-002863,claim,179.71,mechanical_failure,2024-07-09
CLM-002864,claim,752.0,water_damage,2024-04-03
CLM-002865,claim,404.82,software_issue,2023-06-30
CLM-002866,claim,153.68,battery_issue,2023-04-03
CLM-002867,claim,107.3,battery_issue,2023-09-18
CLM-002868,claim,960.58,software_issue,2024-06-14
CLM-002869,claim,498.38,screen_damage,2024-09-27
CLM-002870,claim,245.61,software_issue,2023-07-26
CLM-002871,claim,670.41,water_damage,2024-02-18
CLM-002872,claim,780.78,mechanical_failure,2023-01-14
CLM-002873,claim,438.42,theft,2024-11-25
CLM-002874,claim,42.0,theft,2023-01-19
CLM-002875,claim,101.31,mechanical_failure,2023-06-20
CLM-002876,claim,41.3,water_damage,2023-11-09
CLM-002877,claim,363.42,screen_damage,2024-08-15
CLM-002878,claim,591.31,mechanical_failure,2023-02-27
CLM-002879,claim,141.94,battery_issue,2024-11-22
CLM-002880,claim,576.67,mechanical_failure,2024-03-20
CLM-002881,claim,147.25,water_damage,2024-02-04
CLM-002882,claim,193.82,accidental_damage,2024-05-24
CLM-002883,claim,141.95,battery_issue,2024-10-31
CLM-002884,claim,1048.95,battery_issue,2024-07-29
CLM-002885,claim,179.28,software_issue,2023-09-03
CLM-002886,claim,258.63,mechanical_failure,2023-12-09
CLM-002887,claim,25.47,water_damage,2024-03-31
CLM-002888,claim,401.06,accidental_damage,2023-03-10
CLM-002889,claim,92.03,theft,2024-02-09
CLM-002890,claim,312.94,theft,2024-05-03
CLM-002891,claim,173.85,theft,2024-11-16
CLM-002892,claim,245.14,theft,2023-12-08
CLM-002893,claim,240.36,battery_issue,2024-03-26
CLM-002894,claim,113.38,mechanical_failure,2024-11-16
CLM-002895,claim,91.74,mechanical_failure,2023-12-11
CLM-002896,claim,125.81,water_damage,2024-10-23
CLM-002897,claim,119.51,water_damage,2024-08-05
CLM-002898,claim,64.93,accidental_damage,2024-04-05
CLM-002899,claim,277.33,screen_damage,2023-07-07
CLM-002900,claim,204.16,mechanical_failure,2023-03-31
CLM-002901,claim,133.66,screen_damage,2023-02-24
CLM-002902,claim,224.83,battery_issue,2023-02-13
CLM-002903,claim,351.37,screen_damage,2024-04-11
CLM-002904,claim,125.35,water_damage,2024-04-02
CLM-002905,claim,303.11,battery_issue,2024-04-04
CLM-002906,claim,1094.17,software_issue,2024-06-16
CLM-002907,claim,173.29,water_damage,2024-02-15
CLM-002908,claim,523.91,mechanical_failure,2024-08-08
CLM-002909,claim,608.51,battery_issue,2024-01-12
CLM-002910,claim,79.41,mechanical_failure,2024-07-04
CLM-002911,claim,310.79,screen_damage,2023-07-03
CLM-002912,claim,191.15,accidental_damage,2023-09-29
CLM-002913,claim,371.02,battery_issue,2024-07-01
CLM-002914,claim,700.96,battery_issue,2023-06-20
CLM-002915,claim,276.83,battery_issue,2024-07-21
CLM-002916,claim,111.93,battery_issue,2023-09-25
CLM-002917,claim,479.69,accidental_damage,2023-06-15
CLM-002918,claim,210.14,screen_damage,2023-06-19
CLM-002919,claim,277.24,screen_damage,2023-03-21
CLM-002920,claim,421.65,software_issue,2023-08-04
CLM-002921,claim,237.3,accidental_damage,2024-08-27
CLM-002922,claim,1211.18,mechanical_failure,2024-06-28
CLM-002923,claim,87.5,mechanical_failure,2024-09-23
CLM-002924,claim,208.66,software_issue,2023-11-30
CLM-002925,claim,298.8,water_damage,2023-02-22
CLM-002926,claim,154.03,theft,2024-01-02
CLM-002927,claim,1249.23,screen_damage,2023-02-16
CLM-002928,claim,238.62,battery_issue,2024-05-28
CLM-002929,claim,54.98,software_issue,2023-08-21
CLM-002930,claim,399.97,software_issue,2024-08-22
CLM-002931,claim,200.29,software_issue,2023-09-12
CLM-002932,claim,186.71,theft,2024-01-24
CLM-002933,claim,75.18,software_issue,2024-05-11
CLM-002934,claim,75.19,battery_issue,2023-07-13
CLM-002935,claim,634.47,screen_damage,2024-07-14
CLM-002936,claim,1077.55,water_damage,2024-01-02
CLM-002937,claim,1121.16,battery_issue,2023-02-25
CLM-002938,claim,145.12,battery_issue,2023-09-13
CLM-002939,claim,310.34,software_issue,2024-11-25
CLM-002940,claim,149.23,accidental_damage,2024-11-10
CLM-002941,claim,195.81,accidental_damage,2024-10-21
CLM-002942,claim,310.81,mechanical_failure,2023-07-28
CLM-002943,claim,57.56,screen_damage,2023-06-22
CLM-002944,claim,84.75,screen_damage,2023-09-28
CLM-002945,claim,419.29,screen_damage,2024-06-19
CLM-002946,claim,451.98,screen_damage,2023-01-06
CLM-002947,claim,233.32,mechanical_failure,2023-01-07
CLM-002948,claim,178.75,screen_damage,2024-05-24
CLM-002949,claim,395.23,accidental_damage,2023-07-07
CLM-002950,claim,67.17,screen_damage,2024-11-23
CLM-002951,claim,1178.4,accidental_damage,2024-07-22
CLM-002952,claim,378.37,water_damage,2023-10-19
CLM-002953,claim,411.32,mechanical_failure,2023-10-20
CLM-002954,claim,339.97,screen_damage,2023-05-09
CLM-002955,claim,158.08,mechanical_failure,2023-06-21
CLM-002956,claim,262.2,battery_issue,2024-09-29
CLM-002957,claim,165.59,software_issue,2023-04-30
CLM-002958,claim,198.83,screen_damage,2024-02-07
CLM-002959,claim,702.9,software_issue,2024-02-12
CLM-002960,claim,186.29,mechanical_failure,2023-01-01
CLM-002961,claim,156.19,theft,2024-01-02
CLM-002962,claim,179.88,water_damage,2023-03-03
CLM-002963,claim,411.32,screen_damage,2024-11-07
CLM-002964,claim,192.12,water_damage,2024-02-19
CLM-002965,claim,532.4,battery_issue,2024-11-02
CLM-002966,claim,353.28,accidental_damage,2023-06-02
CLM-002967,claim,337.93,screen_damage,2024-11-09
CLM-002968,claim,350.59,battery_issue,2023-12-01
CLM-002969,claim,566.65,accidental_damage,2023-06-06
CLM-002970,claim,124.32,water_damage,2023-09-15
CLM-002971,claim,423.17,battery_issue,2023-11-30
CLM-002972,claim,121.94,water_damage,2024-02-13
CLM-002973,claim,477.18,software_issue,2023-08-08
CLM-002974,claim,67.38,water_damage,2024-08-03
CLM-002975,claim,135.76,accidental_damage,2024-01-06
CLM-002976,claim,147.13,battery_issue,2024-03-05
CLM-002977,claim,143.92,theft,2024-08-25
CLM-002978,claim,507.36,water_damage,2024-10-02
CLM-002979,claim,219.29,theft,2023-06-06
CLM-002980,claim,68.96,battery_issue,2023-09-10
CLM-002981,claim,186.81,accidental_damage,2023-05-23
CLM-002982,claim,479.34,mechanical_failure,2024-09-12
CLM-002983,claim,402.85,water_damage,2024-05-04
CLM-002984,claim,524.33,theft,2024-05-16
CLM-002985,claim,107.0,software_issue,2023-06-20
CLM-002986,claim,383.09,accidental_damage,2024-06-23
CLM-002987,claim,836.72,software_issue,2023-05-31
CLM-002988,claim,433.42,battery_issue,2024-05-05
CLM-002989,claim,88.9,accidental_damage,2024-02-10
CLM-002990,claim,731.16,screen_damage,2023-05-08
CLM-002991,claim,123.53,software_issue,2023-05-04
CLM-002992,claim,343.57,theft,2024-01-18
CLM-002993,claim,196.77,software_issue,2023-07-15
CLM-002994,claim,827.22,battery_issue,2024-09-04
CLM-002995,claim,137.87,battery_issue,2023-11-26
CLM-002996,claim,405.42,theft,2023-12-14
CLM-002997,claim,372.7,battery_issue,2024-02-22
CLM-002998,claim,546.84,accidental_damage,2024-02-15
CLM-002999,claim,119.0,theft,2024-06-18
CLM-003000,claim,553.36,software_issue,2023-04-19
CLM-003001,claim,168.01,mechanical_failure,2023-01-30
CLM-003002,claim,221.12,mechanical_failure,2023-03-18
CLM-003003,claim,105.22,software_issue,2023-04-01
CLM-003004,claim,134.2,accidental_damage,2023-07-01
CLM-003005,claim,737.2,software_issue,2024-10-08
CLM-003006,claim,336.92,screen_damage,2024-10-18
CLM-003007,claim,158.69,mechanical_failure,2024-11-04
CLM-003008,claim,255.99,mechanical_failure,2024-02-06
CLM-003009,claim,1034.4,screen_damage,2024-08-03
CLM-003010,claim,485.97,screen_damage,2023-08-06
CLM-003011,claim,251.6,battery_issue,2024-09-08
CLM-003012,claim,419.11,battery_issue,2024-04-06
CLM-003013,claim,222.36,theft,2024-11-23
CLM-003014,claim,819.08,theft,2023-10-04
CLM-003015,claim,495.45,theft,2024-05-06
CLM-003016,claim,218.44,mechanical_failure,2023-05-11
CLM-003017,claim,492.85,water_damage,2024-06-20
CLM-003018,claim,69.85,battery_issue,2023-10-29
CLM-003019,claim,347.27,screen_damage,2023-01-13
CLM-003020,claim,76.86,water_damage,2024-01-04
CLM-003021,claim,69.88,mechanical_failure,2024-02-24
CLM-003022,claim,189.89,water_damage,2023-12-30
CLM-003023,claim,1035.68,water_damage,2023-05-23
CLM-003024,claim,64.8,screen_damage,2023-04-17
CLM-003025,claim,196.88,software_issue,2023-04-01
CLM-003026,claim,288.32,battery_issue,2024-11-15
CLM-003027,claim,83.33,water_damage,2024-02-19
CLM-003028,claim,253.42,screen_damage,2023-03-06
CLM-003029,claim,298.32,mechanical_failure,2023-10-18
CLM-003030,claim,50.11,mechanical_failure,2023-06-05
CLM-003031,claim,97.9,accidental_damage,2024-09-21
CLM-003032,claim,1112.58,theft,2024-10-12
CLM-003033,claim,103.75,theft,2024-11-03
CLM-003034,claim,580.77,mechanical_failure,2023-06-25
CLM-003035,claim,220.75,accidental_damage,2024-06-25
CLM-003036,claim,310.72,software_issue,2024-01-15
CLM-003037,claim,992.04,software_issue,2024-02-01
CLM-003038,claim,604.3,software_issue,2024-09-13
CLM-003039,claim,666.55,mechanical_failure,2024-03-17
CLM-003040,claim,257.31,accidental_damage,2023-10-09
CLM-003041,claim,188.32,theft,2024-03-31
CLM-003042,claim,73.22,software_issue,2024-02-25
CLM-003043,claim,214.87,accidental_damage,2023-02-19
CLM-003044,claim,509.72,software_issue,2024-10-21
CLM-003045,claim,488.33,water_damage,2023-09-14
CLM-003046,claim,196.71,screen_damage,2023-12-01
CLM-003047,claim,903.46,theft,2024-08-03
CLM-003048,claim,122.56,water_damage,2023-09-10
CLM-003049,claim,215.52,software_issue,2023-06-28
CLM-003050,claim,140.26,accidental_damage,2023-11-13
CLM-003051,claim,1041.97,accidental_damage,2023-04-22
CLM-003052,claim,273.58,screen_damage,2024-09-16
CLM-003053,claim,830.56,water_damage,2023-12-03
CLM-003054,claim,164.23,mechanical_failure,2024-05-27
CLM-003055,claim,734.68,battery_issue,2023-05-06
CLM-003056,claim,105.18,mechanical_failure,2023-04-01
CLM-003057,claim,302.49,accidental_damage,2024-08-24
CLM-003058,claim,364.89,screen_damage,2023-06-30
CLM-003059,claim,380.91,battery_issue,2023-03-06
CLM-003060,claim,655.57,software_issue,2023-12-26
CLM-003061,claim,72.34,battery_issue,2024-02-12
CLM-003062,claim,399.56,battery_issue,2024-08-02
CLM-003063,claim,400.29,software_issue,2024-06-02
CLM-003064,claim,122.61,screen_damage,2024-04-19
CLM-003065,claim,336.06,water_damage,2023-06-06
CLM-003066,claim,153.88,water_damage,2023-04-17
CLM-003067,claim,133.79,accidental_damage,2023-05-30
CLM-003068,claim,389.41,accidental_damage,2024-10-04
CLM-003069,claim,314.45,battery_issue,2024-03-13
CLM-003070,claim,342.27,mechanical_failure,2023-10-16
CLM-003071,claim,773.36,screen_damage,2023-11-13
CLM-003072,claim,126.73,theft,2023-03-12
CLM-003073,claim,27.03,mechanical_failure,2023-04-19
CLM-003074,claim,137.95,screen_damage,2024-02-27
CLM-003075,claim,163.35,software_issue,2023-12-08
CLM-003076,claim,228.13,mechanical_failure,2023-11-26
CLM-003077,claim,96.05,screen_damage,2023-06-30
CLM-003078,claim,190.3,software_issue,2024-01-29
CLM-003079,claim,538.7,software_issue,2023-01-08
CLM-003080,claim,76.01,screen_damage,2023-09-17
CLM-003081,claim,230.27,software_issue,2024-03-11
CLM-003082,claim,1051.78,mechanical_failure,2023-02-23
CLM-003083,claim,422.05,screen_damage,2024-07-28
CLM-003084,claim,269.31,software_issue,2023-06-19
CLM-003085,claim,1330.05,software_issue,2024-08-25
CLM-003086,claim,69.49,screen_damage,2024-08-26
CLM-003087,claim,232.59,water_damage,2024-09-07
CLM-003088,claim,233.76,battery_issue,2023-12-05
CLM-003089,claim,190.77,battery_issue,2024-04-24
CLM-003090,claim,305.15,theft,2023-03-19
CLM-003091,claim,95.63,accidental_damage,2023-08-29
CLM-003092,claim,130.12,software_issue,2024-01-23
CLM-003093,claim,233.68,water_damage,2024-05-13
CLM-003094,claim,108.15,accidental_damage,2024-10-12
CLM-003095,claim,147.58,mechanical_failure,2024-04-21
CLM-003096,claim,380.69,accidental_damage,2023-05-22
CLM-003097,claim,419.02,theft,2024-02-23
CLM-003098,claim,185.21,theft,2024-05-04
CLM-003099,claim,157.54,software_issue,2024-02-11
CLM-003100,claim,226.52,accidental_damage,2024-02-07
CLM-003101,claim,309.89,accidental_damage,2024-06-14
CLM-003102,claim,445.27,battery_issue,2023-09-20
CLM-003103,claim,141.63,battery_issue,2024-03-26
CLM-003104,claim,726.28,battery_issue,2024-02-11
CLM-003105,claim,148.7,water_damage,2023-05-14
CLM-003106,claim,2988.17,water_damage,2023-10-11
CLM-003107,claim,489.87,theft,2024-05-28
CLM-003108,claim,167.8,software_issue,2024-09-07
CLM-003109,claim,359.69,theft,2024-04-25
CLM-003110,claim,681.2,theft,2023-09-26
CLM-003111,claim,99.59,screen_damage,2024-04-23
CLM-003112,claim,240.17,theft,2024-04-26
CLM-003113,claim,139.26,mechanical_failure,2023-09-28
CLM-003114,claim,264.81,theft,2024-05-09
CLM-003115,claim,176.39,theft,2023-11-02
CLM-003116,claim,166.05,software_issue,2023-12-15
CLM-003117,claim,37.67,screen_damage,2023-12-08
CLM-003118,claim,188.51,mechanical_failure,2024-04-04
CLM-003119,claim,121.88,theft,2024-01-21
CLM-003120,claim,231.47,theft,2023-07-16
CLM-003121,claim,129.48,theft,2024-01-17
CLM-003122,claim,172.38,screen_damage,2023-06-04
CLM-003123,claim,183.55,accidental_damage,2023-07-04
CLM-003124,claim,1960.79,screen_damage,2024-05-15
CLM-003125,claim,233.69,software_issue,2024-04-10
CLM-003126,claim,89.97,accidental_damage,2024-07-21
CLM-003127,claim,851.03,theft,2024-08-28
CLM-003128,claim,84.18,mechanical_failure,2024-05-23
CLM-003129,claim,94.02,mechanical_failure,2024-07-14
CLM-003130,claim,633.8,theft,2023-07-19
CLM-003131,claim,80.73,theft,2024-07-14
CLM-003132,claim,904.22,software_issue,2024-05-20
CLM-003133,claim,126.95,screen_damage,2024-02-07
CLM-003134,claim,276.66,software_issue,2024-11-28
CLM-003135,claim,174.19,accidental_damage,2023-01-18
CLM-003136,claim,115.79,theft,2023-01-21
CLM-003137,claim,204.91,theft,2024-10-28
CLM-003138,claim,107.46,software_issue,2023-11-25
CLM-003139,claim,158.02,battery_issue,2024-06-18
CLM-003140,claim,541.94,screen_damage,2024-05-01
CLM-003141,claim,650.16,screen_damage,2023-11-12
CLM-003142,claim,180.64,software_issue,2024-10-29
CLM-003143,claim,57.29,software_issue,2024-01-23
CLM-003144,claim,22.21,software_issue,2024-08-24
CLM-003145,claim,715.53,theft,2023-05-15
CLM-003146,claim,267.71,water_damage,2024-07-04
CLM-003147,claim,1174.3,accidental_damage,2023-07-31
CLM-003148,claim,389.76,mechanical_failure,2023-04-04
CLM-003149,claim,210.61,accidental_damage,2024-03-01
CLM-003150,claim,190.45,accidental_damage,2024-03-16
CLM-003151,claim,317.85,water_damage,2023-12-31
CLM-003152,claim,554.62,battery_issue,2024-03-15
CLM-003153,claim,934.14,water_damage,2023-11-16
CLM-003154,claim,127.25,battery_issue,2023-09-01
CLM-003155,claim,114.97,theft,2023-04-11
CLM-003156,claim,313.53,accidental_damage,2023-06-06
