claim_id,node_degree,community_id,community_size,pagerank_score,n_shared_devices,n_shared_addresses,n_shared_shops,n_shared_payments
CLM-001512,3,6,344,7.257484775826948e-05,0,0,2,0
CLM-001513,3,19,261,5.836639841857724e-05,3,0,5,0
CLM-001514,2,4,171,4.4851474371126074e-05,2,0,0,0
CLM-001515,2,86,230,4.724959578851262e-05,7,0,0,0
CLM-001516,3,82,262,7.238302391530335e-05,0,0,6,0
CLM-001517,3,110,151,6.885676403748571e-05,0,0,8,0
CLM-001518,3,67,251,5.381256030383548e-05,6,0,7,0
CLM-001519,2,56,91,5.15428955492868e-05,1,0,0,0
CLM-001520,3,28,254,6.134518335018432e-05,1,0,13,0
CLM-001521,2,149,7,5.505726996063557e-05,2,0,0,0
CLM-001522,3,37,170,5.806513409308162e-05,10,0,9,0
CLM-001523,2,138,126,5.391375569195363e-05,3,0,0,0
CLM-001524,3,135,141,7.74386042734891e-05,0,0,3,0
CLM-001525,3,122,299,5.9666460170419586e-05,2,0,7,0
CLM-001526,3,78,272,6.665918860700149e-05,1,0,3,0
CLM-001527,3,120,173,5.728271055342179e-05,7,0,4,0
CLM-001528,3,94,78,5.922737691439459e-05,8,0,7,0
CLM-001529,3,3,130,6.690169104892052e-05,3,0,2,0
CLM-001530,3,84,191,5.868344385425141e-05,5,0,2,0
CLM-001531,3,20,224,5.668944127104938e-05,6,0,11,0
CLM-001532,3,86,230,6.189440199460796e-05,5,0,6,0
CLM-001533,3,131,61,6.19759665918528e-05,3,0,8,0
CLM-001534,3,50,142,5.871400657892509e-05,7,0,7,0
CLM-001535,3,119,83,5.45831628944953e-05,5,0,16,0
CLM-001536,3,17,185,5.569341413992501e-05,5,0,7,0
CLM-001537,3,4,171,7.65290335058156e-05,0,0,2,0
CLM-001538,2,71,210,4.4614369754856104e-05,4,0,0,0
CLM-001539,2,22,165,4.609042750399263e-05,2,0,0,0
CLM-001540,3,60,185,6.098451119208856e-05,1,0,6,0
CLM-001541,2,24,168,4.4244431706470185e-05,2,0,0,0
CLM-001542,2,20,224,5.222554233550519e-05,1,0,0,0
CLM-001543,2,14,186,4.780911097127359e-05,3,0,0,0
CLM-001544,3,75,184,5.9168126506196184e-05,6,0,7,0
CLM-001545,2,123,185,3.954586836591314e-05,5,0,0,0
CLM-001546,2,37,170,5.553826285244121e-05,0,0,0,0
CLM-001547,3,150,122,5.8189473638875036e-05,2,0,7,0
CLM-001548,2,77,134,4.307463075022234e-05,2,0,0,0
CLM-001549,2,14,186,5.230620264630059e-05,2,0,0,0
CLM-001550,3,42,157,5.3598448296225057e-05,8,0,6,0
CLM-001551,2,40,252,5.018005930589497e-05,1,0,0,0
CLM-001552,3,90,201,5.649375652055375e-05,7,0,6,0
CLM-001553,3,94,78,7.851078090815816e-05,0,0,1,0
CLM-001554,3,71,210,6.343712970810104e-05,1,0,4,0
CLM-001555,3,40,252,6.4540634508896e-05,4,0,8,0
CLM-001556,2,148,222,4.211315245117721e-05,5,0,0,0
CLM-001557,2,20,224,4.32524149354898e-05,2,0,0,0
CLM-001558,3,138,126,5.9660160558835475e-05,3,0,9,0
CLM-001559,2,120,173,6.917795396639221e-05,0,0,0,0
CLM-001560,3,148,222,5.98821239005766e-05,2,0,2,0
CLM-001561,2,60,185,4.766958100154322e-05,1,0,0,0
CLM-001562,2,64,151,4.497835451633326e-05,5,0,0,0
CLM-001563,3,103,178,6.601193798090596e-05,3,0,6,0
CLM-001564,2,150,122,4.212535738587857e-05,4,0,0,0
CLM-001565,2,20,224,5.484764844272362e-05,1,0,0,0
CLM-001566,3,2,86,5.837722935280769e-05,3,0,9,0
CLM-001567,2,6,344,4.1217810755179405e-05,6,0,0,0
CLM-001568,3,5,184,5.4864902176800126e-05,10,0,7,0
CLM-001569,3,111,213,5.795669700510623e-05,3,0,5,0
CLM-001570,3,146,202,7.960492473756212e-05,0,0,7,0
CLM-001571,3,133,244,6.198487084249277e-05,3,0,4,0
CLM-001572,2,81,211,4.196955422467692e-05,4,0,0,0
CLM-001573,2,43,117,6.432602845085691e-05,0,0,0,0
CLM-001574,3,25,266,5.497058848343719e-05,15,0,6,0
CLM-001575,2,126,110,5.0078490145060834e-05,1,0,0,0
CLM-001576,2,81,211,4.741063256730528e-05,1,0,0,0
CLM-001577,3,80,306,6.555310806731657e-05,1,0,7,0
CLM-001578,3,72,241,5.685542365542669e-05,5,0,7,0
CLM-001579,2,122,299,4.607583886748683e-05,4,0,0,0
CLM-001580,3,103,178,5.807964676465094e-05,3,0,10,0
CLM-001581,3,31,151,6.129966747074665e-05,1,0,8,0
CLM-001582,3,123,185,6.661272589371928e-05,3,0,9,0
CLM-001583,3,96,149,6.028979139496551e-05,2,0,5,0
CLM-001584,3,78,272,7.248178340964972e-05,0,0,12,0
CLM-001585,2,86,230,4.307566927463512e-05,6,0,0,0
CLM-001586,2,97,185,4.545771469679974e-05,4,0,0,0
CLM-001587,3,150,122,5.863527557966689e-05,2,0,6,0
CLM-001588,3,81,211,7.038846579295591e-05,0,0,5,0
CLM-001589,2,111,213,5.085883158208172e-05,2,0,0,0
CLM-001590,3,70,239,6.0383589735073724e-05,3,0,4,0
CLM-001591,3,19,261,5.748100657605892e-05,8,0,7,0
CLM-001592,3,70,239,6.111705398884797e-05,5,0,7,0
CLM-001593,2,84,191,4.374314613679359e-05,7,0,0,0
CLM-001594,2,37,170,5.94887769925588e-05,0,0,0,0
CLM-001595,3,3,130,5.67061902170144e-05,4,0,6,0
CLM-001596,3,136,199,6.74778419384736e-05,1,0,4,0
CLM-001597,3,118,113,5.572952013872249e-05,9,0,9,0
CLM-001598,2,102,256,4.5563169075702255e-05,2,0,0,0
CLM-001599,3,148,222,5.9929004648327074e-05,1,0,3,0
CLM-001600,3,71,210,5.9455200190786575e-05,4,0,13,0
CLM-001601,3,90,201,5.864866831368647e-05,5,0,3,0
CLM-001602,2,39,253,5.361362699702709e-05,1,0,0,0
CLM-001603,3,102,256,5.7959093039952884e-05,4,0,3,0
CLM-001604,3,60,185,5.767916338722665e-05,3,0,12,0
CLM-001605,2,23,168,5.1173660828269675e-05,1,0,0,0
CLM-001606,2,33,252,4.766406270499762e-05,5,0,0,0
CLM-001607,3,88,244,5.761643623585377e-05,7,0,5,0
CLM-001608,3,17,185,6.418438662964908e-05,1,0,5,0
CLM-001609,3,64,151,5.756882612422652e-05,5,0,7,0
CLM-001610,2,123,185,4.575699325394295e-05,3,0,0,0
CLM-001611,3,1,187,5.618318474799797e-05,5,0,6,0
CLM-001612,3,1,187,5.8587160241949626e-05,3,0,5,0
CLM-001613,3,68,161,5.9184656815984645e-05,8,0,4,0
CLM-001614,3,7,228,6.363439076921689e-05,2,0,10,0
CLM-001615,3,39,253,6.518771621475738e-05,2,0,11,0
CLM-001616,3,71,210,6.0872375091130115e-05,3,0,3,0
CLM-001617,3,90,201,6.484077503458608e-05,2,0,3,0
CLM-001618,3,78,272,6.218051305121813e-05,1,0,12,0
CLM-001619,3,60,185,6.509179120748289e-05,7,0,2,0
CLM-001620,2,88,244,4.867400464620495e-05,2,0,0,0
CLM-001621,3,84,191,5.670370839988757e-05,4,0,9,0
CLM-001622,3,6,344,5.5158982424033776e-05,6,0,6,0
CLM-001623,2,39,253,4.311390779557945e-05,2,0,0,0
CLM-001624,2,20,224,4.184966895750252e-05,7,0,0,0
CLM-001625,2,75,184,4.22050231331248e-05,5,0,0,0
CLM-001626,2,19,261,4.3633116745937665e-05,4,0,0,0
CLM-001627,3,64,151,5.5267195907960134e-05,9,0,7,0
CLM-001628,2,72,241,6.699423874293349e-05,0,0,0,0
CLM-001629,2,142,134,4.21463979980524e-05,3,0,0,0
CLM-001630,3,82,262,5.9910129871673014e-05,2,0,8,0
CLM-001631,2,39,253,4.06163750197537e-05,8,0,0,0
CLM-001632,3,24,168,6.095222084569326e-05,2,0,6,0
CLM-001633,2,65,160,3.9883653828502384e-05,8,0,0,0
CLM-001634,2,56,91,5.195858621412255e-05,1,0,0,0
CLM-001635,3,68,161,6.111115757151793e-05,4,0,6,0
CLM-001636,3,148,222,5.9235819444341875e-05,1,0,6,0
CLM-001637,3,45,190,5.651396293331331e-05,3,0,7,0
CLM-001638,3,68,161,6.293714532982279e-05,2,0,7,0
CLM-001639,3,122,299,5.572188029049297e-05,4,0,10,0
CLM-001640,3,81,211,8.1321218129696e-05,0,0,6,0
CLM-001641,2,28,254,4.247518269533695e-05,4,0,0,0
CLM-001642,2,103,178,5.314642720343123e-05,3,0,0,0
CLM-001643,2,82,262,4.4012739009764155e-05,4,0,0,0
CLM-001644,3,88,244,5.8676469861187886e-05,2,0,7,0
CLM-001645,2,86,230,4.714453314923462e-05,3,0,0,0
CLM-001646,2,107,161,5.21980546580193e-05,1,0,0,0
CLM-001647,2,31,151,4.266397799860581e-05,7,0,0,0
CLM-001648,3,123,185,5.46336186622389e-05,10,0,6,0
CLM-001649,3,142,134,5.788223836316691e-05,2,0,6,0
CLM-001650,2,23,168,4.172769378294972e-05,4,0,0,0
CLM-001651,3,112,172,5.957516402091603e-05,5,0,3,0
CLM-001652,2,2,86,4.1799338843171726e-05,5,0,0,0
CLM-001653,2,29,129,6.409182720062875e-05,0,0,0,0
CLM-001654,3,42,157,6.03847684719091e-05,3,0,8,0
CLM-001655,2,102,256,4.884463029584203e-05,3,0,0,0
CLM-001656,3,120,173,5.757553306363904e-05,3,0,6,0
CLM-001657,3,45,190,6.437370541336477e-05,1,0,3,0
CLM-001658,2,99,204,4.460884103597997e-05,3,0,0,0
CLM-001659,3,24,168,5.74470248434271e-05,5,0,5,0
CLM-001660,2,82,262,5.727325839879484e-05,1,0,0,0
CLM-001661,2,84,191,4.412960099253479e-05,4,0,0,0
CLM-001662,3,123,185,5.5726933026958416e-05,4,0,6,0
CLM-001663,2,65,160,4.246011150534386e-05,7,0,0,0
CLM-001664,3,43,117,6.32192472739415e-05,1,0,3,0
CLM-001665,3,148,222,5.535792254587385e-05,6,0,4,0
CLM-001666,3,33,252,6.151606374695792e-05,5,0,11,0
CLM-001667,3,142,134,5.9910437960063723e-05,4,0,10,0
CLM-001668,3,39,253,5.663940991945185e-05,8,0,5,0
CLM-001669,3,142,134,5.822835957307601e-05,3,0,6,0
CLM-001670,3,7,228,6.187237031712657e-05,2,0,4,0
CLM-001671,3,21,196,5.897691799707252e-05,3,0,5,0
CLM-001672,2,67,251,4.534687519286823e-05,1,0,0,0
CLM-001673,2,82,262,4.222858748555388e-05,4,0,0,0
CLM-001674,3,72,241,5.993978994188984e-05,1,0,11,0
CLM-001675,2,126,110,4.685212211640624e-05,4,0,0,0
CLM-001676,3,75,184,6.108326260511053e-05,2,0,6,0
CLM-001677,2,123,185,4.566334151950485e-05,3,0,0,0
CLM-001678,3,12,118,7.420685432110012e-05,0,0,5,0
CLM-001679,2,60,185,4.0209143864106636e-05,8,0,0,0
CLM-001680,2,21,196,5.504161404886976e-05,1,0,0,0
CLM-001681,3,90,201,5.738682406864927e-05,6,0,6,0
CLM-001682,3,148,222,5.480615908771717e-05,3,0,7,0
CLM-001683,3,122,299,5.8061064274160117e-05,4,0,4,0
CLM-001684,3,16,208,6.092599906912676e-05,3,0,5,0
CLM-001685,2,2,86,4.804857337973833e-05,2,0,0,0
CLM-001686,3,86,230,5.897599125970228e-05,6,0,4,0
CLM-001687,2,33,252,4.5000677963247224e-05,5,0,0,0
CLM-001688,3,150,122,7.706030313541369e-05,1,0,3,0
CLM-001689,2,71,210,4.329578123372425e-05,4,0,0,0
CLM-001690,3,80,306,5.57213324496638e-05,7,0,9,0
CLM-001691,3,142,134,6.658247751413076e-05,2,0,6,0
CLM-001692,3,3,130,5.609546080156452e-05,4,0,3,0
CLM-001693,2,33,252,4.173880446591863e-05,5,0,0,0
CLM-001694,3,45,190,5.897158145178669e-05,2,0,3,0
CLM-001695,2,70,239,4.525384361724796e-05,2,0,0,0
CLM-001696,3,97,185,5.714372935568479e-05,9,0,6,0
CLM-001697,3,122,299,6.037864621345364e-05,1,0,6,0
CLM-001698,3,88,244,5.5359185899131276e-05,7,0,4,0
CLM-001699,3,67,251,5.860960343479747e-05,1,0,11,0
CLM-001700,3,71,210,6.011662942801952e-05,4,0,7,0
CLM-001701,3,54,156,5.832168181271973e-05,6,0,9,0
CLM-001702,3,80,306,6.975070150328199e-05,0,0,4,0
CLM-001703,3,110,151,5.5362403092559964e-05,11,0,4,0
CLM-001704,2,136,199,4.322945046016925e-05,4,0,0,0
CLM-001705,2,136,199,4.733799738733841e-05,2,0,0,0
CLM-001706,2,72,241,4.3520255102064015e-05,6,0,0,0
CLM-001707,3,60,185,5.973312064345203e-05,4,0,4,0
CLM-001708,2,102,256,5.636833986029493e-05,0,0,0,0
CLM-001709,2,71,210,4.329578123372425e-05,4,0,0,0
CLM-001710,3,39,253,6.621694398120027e-05,1,0,2,0
CLM-001711,3,16,208,5.901250877659619e-05,2,0,6,0
CLM-001712,2,77,134,4.7237470133834425e-05,1,0,0,0
CLM-001713,2,25,266,4.42047340343401e-05,8,0,0,0
CLM-001714,3,71,210,6.373541990180312e-05,3,0,3,0
CLM-001715,3,102,256,7.417872122983209e-05,0,0,2,0
CLM-001716,3,17,185,6.530727070952751e-05,2,0,5,0
CLM-001717,3,88,244,5.937079149747458e-05,9,0,2,0
CLM-001718,3,54,156,6.0915181112964485e-05,9,0,4,0
CLM-001719,3,71,210,5.823539087318314e-05,3,0,4,0
CLM-001720,3,131,61,6.944980840435106e-05,2,0,2,0
CLM-001721,3,88,244,5.901096385577467e-05,9,0,4,0
CLM-001722,3,84,191,7.400211961046056e-05,0,0,3,0
CLM-001723,3,64,151,5.954085692969021e-05,5,0,6,0
CLM-001724,2,96,149,4.216694309374589e-05,4,0,0,0
CLM-001725,3,146,202,6.55838536034895e-05,1,0,8,0
CLM-001726,3,16,208,5.889349003594573e-05,3,0,9,0
CLM-001727,2,135,141,4.160416477706824e-05,4,0,0,0
CLM-001728,2,123,185,4.709155677228532e-05,5,0,0,0
CLM-001729,2,138,126,5.530735169145191e-05,2,0,0,0
CLM-001730,2,23,168,5.8281444041833806e-05,0,0,0,0
CLM-001731,2,42,157,4.739554859149281e-05,2,0,0,0
CLM-001732,2,17,185,4.330098041176721e-05,3,0,0,0
CLM-001733,3,80,306,6.163788244097826e-05,5,0,3,0
CLM-001734,3,39,253,6.0288828727419e-05,11,0,2,0
CLM-001735,3,80,306,5.845520702670945e-05,3,0,6,0
CLM-001736,3,87,114,5.545765112355312e-05,3,0,8,0
CLM-001737,2,88,244,4.226488227317931e-05,3,0,0,0
CLM-001738,3,78,272,5.8071920815139355e-05,6,0,6,0
CLM-001739,3,102,256,5.648126332755531e-05,4,0,6,0
CLM-001740,3,68,161,6.0633158967887756e-05,4,0,5,0
CLM-001741,3,67,251,5.8575407940430555e-05,3,0,8,0
CLM-001742,2,40,252,4.261103078844258e-05,6,0,0,0
CLM-001743,3,84,191,5.8514387061765617e-05,5,0,5,0
CLM-001744,3,82,262,6.310761654815542e-05,4,0,2,0
CLM-001745,2,5,184,3.947519083629601e-05,10,0,0,0
CLM-001746,3,123,185,5.458130145323167e-05,5,0,5,0
CLM-001747,3,88,244,5.683444980499394e-05,6,0,9,0
CLM-001748,2,72,241,4.450722733830821e-05,6,0,0,0
CLM-001749,2,60,185,4.535180717210888e-05,2,0,0,0
CLM-001750,2,21,196,4.5677315070655136e-05,3,0,0,0
CLM-001751,2,72,241,4.4920728666135036e-05,8,0,0,0
CLM-001752,3,46,231,7.145110806732545e-05,0,0,7,0
CLM-001753,3,42,157,6.238636448723333e-05,2,0,7,0
CLM-001754,3,37,170,5.717764883749132e-05,5,0,6,0
CLM-001755,3,136,199,5.352973898852503e-05,15,0,5,0
CLM-001756,3,19,261,5.8933587539331e-05,5,0,8,0
CLM-001757,3,120,173,5.6281798832724184e-05,6,0,4,0
CLM-001758,3,33,252,5.9644640162241935e-05,5,0,7,0
CLM-001759,3,80,306,7.005879558960742e-05,3,0,5,0
CLM-001760,2,133,244,4.174178072810158e-05,10,0,0,0
CLM-001761,2,25,266,4.8397249679549026e-05,1,0,0,0
CLM-001762,3,67,251,5.365866416735867e-05,6,0,12,0
CLM-001763,3,16,208,6.407128132012947e-05,3,0,5,0
CLM-001764,3,97,185,5.734196998699851e-05,2,0,9,0
CLM-001765,3,8,77,6.533900427311523e-05,1,0,9,0
CLM-001766,3,40,252,6.656673644732261e-05,0,0,6,0
CLM-001767,2,146,202,4.705632958687058e-05,2,0,0,0
CLM-001768,3,43,117,5.826000435763995e-05,5,0,4,0
CLM-001769,2,87,114,4.357341756290245e-05,2,0,0,0
CLM-001770,3,21,196,6.430769417524275e-05,2,0,4,0
CLM-001771,2,120,173,4.6695637767348955e-05,4,0,0,0
CLM-001772,3,46,231,5.598533318997431e-05,4,0,5,0
CLM-001773,3,28,254,5.585954797305297e-05,4,0,6,0
CLM-001774,3,50,142,5.99981192005868e-05,7,0,7,0
CLM-001775,2,5,184,5.397017466012575e-05,0,0,0,0
CLM-001776,2,97,185,5.867304481096532e-05,1,0,0,0
CLM-001777,2,17,185,4.174889167850676e-05,5,0,0,0
CLM-001778,2,84,191,4.259056871999278e-05,4,0,0,0
CLM-001779,3,122,299,6.0256696481436896e-05,4,0,6,0
CLM-001780,3,148,222,5.517392873471262e-05,5,0,2,0
CLM-001781,3,103,178,6.080575542745751e-05,3,0,6,0
CLM-001782,2,148,222,4.200095212248067e-05,2,0,0,0
CLM-001783,3,45,190,5.906651058108321e-05,5,0,6,0
CLM-001784,3,102,256,5.640429282181743e-05,9,0,8,0
CLM-001785,3,56,91,5.6813045030950905e-05,3,0,10,0
CLM-001786,2,123,185,4.848636986452517e-05,4,0,0,0
CLM-001787,3,124,145,6.088487239002795e-05,2,0,5,0
CLM-001788,3,22,165,6.153298423518647e-05,5,0,10,0
CLM-001789,2,39,253,4.3752017796057275e-05,3,0,0,0
CLM-001790,3,135,141,6.644939628105673e-05,1,0,6,0
CLM-001791,3,88,244,5.957675784913936e-05,1,0,9,0
CLM-001792,3,21,196,7.224458924593234e-05,0,0,3,0
CLM-001793,3,42,157,6.176093551900407e-05,3,0,3,0
CLM-001794,2,122,299,4.165551873423481e-05,5,0,0,0
CLM-001795,2,123,185,4.679918775003504e-05,4,0,0,0
CLM-001796,3,64,151,6.0610201485139503e-05,5,0,10,0
CLM-001797,2,19,261,4.6548598979019727e-05,8,0,0,0
CLM-001798,2,12,118,4.954298349734686e-05,1,0,0,0
CLM-001799,3,6,344,5.685763180664862e-05,3,0,8,0
CLM-001800,3,136,199,5.664730517958796e-05,5,0,4,0
CLM-001801,2,77,134,4.3568967149295106e-05,3,0,0,0
CLM-001802,3,107,161,5.770776899884897e-05,5,0,6,0
CLM-001803,2,70,239,4.395931079030503e-05,5,0,0,0
CLM-001804,3,20,224,5.284341320717493e-05,5,0,11,0
CLM-001805,3,71,210,5.9081587334471855e-05,3,0,3,0
CLM-001806,2,133,244,4.5765447871267775e-05,2,0,0,0
CLM-001807,3,16,208,6.299641472253457e-05,1,0,6,0
CLM-001808,3,122,299,6.335740803477296e-05,2,0,1,0
CLM-001809,3,39,253,6.148613358788872e-05,3,0,5,0
CLM-001810,3,88,244,5.848521147191388e-05,7,0,6,0
CLM-001811,3,84,191,5.643047988165162e-05,4,0,4,0
CLM-001812,3,124,145,5.937162516385671e-05,4,0,6,0
CLM-001813,3,42,157,6.296569795603654e-05,1,0,5,0
CLM-001814,3,1,187,5.7926553666861545e-05,3,0,6,0
CLM-001815,3,118,113,6.122723247552661e-05,3,0,5,0
CLM-001816,3,79,85,6.527650465986077e-05,2,0,6,0
CLM-001817,3,5,184,6.380071776955566e-05,3,0,9,0
CLM-001818,2,4,171,4.273023338324007e-05,10,0,0,0
CLM-001819,3,45,190,6.727984068577198e-05,0,0,5,0
CLM-001820,2,3,130,5.0799941972336124e-05,1,0,0,0
CLM-001821,3,71,210,6.348654139145166e-05,1,0,4,0
CLM-001822,3,128,197,5.584318808915537e-05,9,0,2,0
CLM-001823,3,23,168,5.948919222708284e-05,1,0,10,0
CLM-001824,2,84,191,5.0998646585446285e-05,1,0,0,0
CLM-001825,2,72,241,5.52029749218622e-05,1,0,0,0
CLM-001826,2,113,112,4.258417652142279e-05,5,0,0,0
CLM-001827,2,21,196,4.690331176608969e-05,5,0,0,0
CLM-001828,3,19,261,5.915017123223556e-05,9,0,2,0
CLM-001829,2,45,190,4.618886148280502e-05,4,0,0,0
CLM-001830,3,86,230,5.86883100888688e-05,2,0,7,0
CLM-001831,3,120,173,6.275473588926043e-05,1,0,7,0
CLM-001832,2,4,171,4.376814907783167e-05,4,0,0,0
CLM-001833,3,103,178,6.901238784199768e-05,1,0,8,0
CLM-001834,3,65,160,5.5445536189665125e-05,3,0,11,0
CLM-001835,3,96,149,5.919853481993184e-05,2,0,10,0
CLM-001836,3,39,253,5.794956890091803e-05,7,0,4,0
CLM-001837,2,64,151,5.052917632428821e-05,2,0,0,0
CLM-001838,3,118,113,5.867708731135903e-05,3,0,6,0
CLM-001839,2,90,201,5.847109474308432e-05,3,0,0,0
CLM-001840,3,57,193,5.9554378455978205e-05,4,0,7,0
CLM-001841,2,151,5,7.834125474411441e-05,0,0,0,0
CLM-001842,3,99,204,5.6518517461435805e-05,5,0,4,0
CLM-001843,3,128,197,6.056939453108176e-05,2,0,9,0
CLM-001844,3,119,83,6.594578396360368e-05,0,0,7,0
CLM-001845,3,77,134,5.405723144181436e-05,4,0,9,0
CLM-001846,2,112,172,4.0880541261653344e-05,9,0,0,0
CLM-001847,3,1,187,5.67259055236585e-05,14,0,8,0
CLM-001848,3,42,157,7.963654624712073e-05,0,0,5,0
CLM-001849,2,77,134,4.0284355068544204e-05,5,0,0,0
CLM-001850,3,40,252,5.7090919407805996e-05,5,0,8,0
CLM-001851,3,118,113,5.832215716580856e-05,2,0,7,0
CLM-001852,2,112,172,4.155813599662784e-05,5,0,0,0
CLM-001853,2,133,244,4.604328902885708e-05,3,0,0,0
CLM-001854,3,112,172,7.15879388340061e-05,0,0,4,0
CLM-001855,2,146,202,4.6040473938309e-05,3,0,0,0
CLM-001856,2,12,118,4.721257995166341e-05,3,0,0,0
CLM-001857,3,118,113,6.0318608948625426e-05,3,0,5,0
CLM-001858,2,84,191,6.877060326756777e-05,0,0,0,0
CLM-001859,2,102,256,4.178431411478986e-05,4,0,0,0
CLM-001860,3,6,344,5.6858973197327647e-05,4,0,7,0
CLM-001861,3,19,261,5.770383308752414e-05,3,0,7,0
CLM-001862,3,7,228,5.5567375003663435e-05,4,0,8,0
CLM-001863,2,64,151,4.357814977163927e-05,4,0,0,0
CLM-001864,3,1,187,5.503242683008856e-05,5,0,7,0
CLM-001865,3,5,184,5.818176003697965e-05,5,0,8,0
CLM-001866,3,14,186,5.890772369064437e-05,5,0,9,0
CLM-001867,3,122,299,5.991983306114359e-05,1,0,4,0
CLM-001868,3,82,262,5.7076688989103096e-05,4,0,7,0
CLM-001869,2,65,160,3.9883653828502384e-05,8,0,0,0
CLM-001870,2,57,193,4.164459632810251e-05,4,0,0,0
CLM-001871,2,14,186,3.995775852666769e-05,5,0,0,0
CLM-001872,2,6,344,4.3198006489667557e-05,3,0,0,0
CLM-001873,2,111,213,4.8712405865082865e-05,4,0,0,0
CLM-001874,3,107,161,5.6550007860674696e-05,5,0,7,0
CLM-001875,2,107,161,4.716827971835013e-05,3,0,0,0
CLM-001876,3,24,168,5.5953790864523905e-05,11,0,4,0
CLM-001877,3,1,187,6.0024358229112525e-05,4,0,6,0
CLM-001878,3,82,262,5.6089180766949665e-05,3,0,10,0
CLM-001879,3,111,213,6.799301205299095e-05,4,0,3,0
CLM-001880,3,43,117,6.314683011126817e-05,5,0,3,0
CLM-001881,2,6,344,4.380465394248696e-05,3,0,0,0
CLM-001882,3,82,262,5.520608120238173e-05,6,0,7,0
CLM-001883,3,6,344,5.31284902953107e-05,6,0,8,0
CLM-001884,3,138,126,5.913167159402376e-05,2,0,8,0
CLM-001885,2,81,211,5.0956004734767894e-05,4,0,0,0
CLM-001886,2,28,254,4.044286188215408e-05,5,0,0,0
CLM-001887,2,64,151,4.6234913381178896e-05,3,0,0,0
CLM-001888,3,87,114,5.6181639551598925e-05,5,0,4,0
CLM-001889,3,25,266,6.353980943854415e-05,2,0,12,0
CLM-001890,3,54,156,6.382093619066523e-05,7,0,2,0
CLM-001891,3,5,184,5.5165112467123875e-05,5,0,6,0
CLM-001892,3,65,160,5.8090626897846874e-05,3,0,4,0
CLM-001893,3,40,252,5.945548569127707e-05,4,0,10,0
CLM-001894,3,75,184,6.14054691585312e-05,1,0,5,0
CLM-001895,3,31,151,6.048464561505956e-05,2,0,4,0
CLM-001896,3,146,202,5.848780521801386e-05,5,0,5,0
CLM-001897,3,24,168,6.0404924185008076e-05,6,0,8,0
CLM-001898,3,139,96,6.890257630489335e-05,2,0,7,0
CLM-001899,3,2,86,5.9081659139700624e-05,1,0,13,0
CLM-001900,3,81,211,5.96717129866775e-05,8,0,9,0
CLM-001901,3,22,165,7.17785081331077e-05,0,0,3,0
CLM-001902,3,96,149,5.7887371244848736e-05,6,0,4,0
CLM-001903,3,77,134,5.9859327504166416e-05,3,0,5,0
CLM-001904,2,111,213,4.709479262838193e-05,2,0,0,0
CLM-001905,3,96,149,6.181411758527641e-05,1,0,4,0
CLM-001906,2,111,213,4.697258277113961e-05,1,0,0,0
CLM-001907,3,86,230,5.960255157663391e-05,2,0,8,0
CLM-001908,3,88,244,5.557779088123565e-05,4,0,7,0
CLM-001909,3,37,170,5.993548707369613e-05,5,0,4,0
CLM-001910,3,112,172,6.389853108281475e-05,1,0,8,0
CLM-001911,3,120,173,7.344344064985903e-05,0,0,3,0
CLM-001912,3,28,254,5.728005218135262e-05,4,0,4,0
CLM-001913,3,94,78,5.6347039227738924e-05,7,0,6,0
CLM-001914,3,21,196,5.962753329219786e-05,5,0,9,0
CLM-001915,3,25,266,6.251079249051475e-05,2,0,7,0
CLM-001916,2,77,134,4.2037759192897876e-05,7,0,0,0
CLM-001917,2,86,230,5.0414544957854066e-05,1,0,0,0
CLM-001918,2,146,202,4.128440585564752e-05,5,0,0,0
CLM-001919,3,148,222,6.674610510837112e-05,1,0,9,0
CLM-001920,2,52,65,4.682827020585671e-05,1,0,0,0
CLM-001921,3,80,306,5.414852964451819e-05,5,0,7,0
CLM-001922,3,99,204,6.265627329402794e-05,3,0,4,0
CLM-001923,3,3,130,5.8798478449135916e-05,4,0,2,0
CLM-001924,2,135,141,4.186998205283891e-05,3,0,0,0
CLM-001925,3,20,224,5.6956452783761813e-05,3,0,7,0
CLM-001926,2,148,222,4.6111443834558976e-05,2,0,0,0
CLM-001927,3,67,251,6.397527972508409e-05,4,0,5,0
CLM-001928,2,133,244,4.207155380036204e-05,4,0,0,0
CLM-001929,2,88,244,3.964227685029694e-05,8,0,0,0
CLM-001930,2,136,199,4.653611359471705e-05,4,0,0,0
CLM-001931,2,39,253,4.115491085267337e-05,6,0,0,0
CLM-001932,3,133,244,7.181306366753683e-05,0,0,10,0
CLM-001933,3,43,117,5.6570590489356103e-05,9,0,6,0
CLM-001934,2,16,208,3.9999387808798774e-05,9,0,0,0
CLM-001935,3,23,168,6.270920123890798e-05,1,0,4,0
CLM-001936,3,80,306,5.8428848257802924e-05,4,0,9,0
CLM-001937,2,33,252,4.160036694880946e-05,5,0,0,0
CLM-001938,2,72,241,4.2656771515799794e-05,8,0,0,0
CLM-001939,3,7,228,5.49419060833531e-05,6,0,9,0
CLM-001940,2,150,122,4.3210624577236984e-05,2,0,0,0
CLM-001941,2,45,190,4.1711153279440736e-05,4,0,0,0
CLM-001942,3,39,253,7.514831376363396e-05,1,0,2,0
CLM-001943,3,102,256,5.83859155272477e-05,8,0,6,0
