consistency_score,reasoning,confidence,claim_id,is_actual_mismatch,accuracy
0.1969,MISMATCH: Description says 'mechanical_failure' but image shows 'screen_damage',0.75,CLM-006341,True,0.986
0.8206,Description type 'screen_damage' matches image damage type,0.8,CLM-004840,False,0.986
0.8958,Description type 'software_issue' matches image damage type,0.8,CLM-003170,False,0.986
0.2386,MISMATCH: Description says 'software_issue' but image shows 'screen_damage',0.75,CLM-000394,True,0.986
0.7553,Description type 'software_issue' matches image damage type,0.8,CLM-001489,False,0.986
0.7546,Description type 'mechanical_failure' matches image damage type,0.8,CLM-000320,False,0.986
0.7045,Description type 'mechanical_failure' matches image damage type,0.8,CLM-000626,False,0.986
0.2913,MISMATCH: Description says 'software_issue' but image shows 'screen_damage',0.75,CLM-002454,True,0.986
0.7081,Description type 'software_issue' matches image damage type,0.8,CLM-001860,False,0.986
0.8372,Description type 'theft' matches image damage type,0.8,CLM-006116,False,0.986
0.8095,Description type 'mechanical_failure' matches image damage type,0.8,CLM-000743,False,0.986
0.7242,Description type 'battery_issue' matches image damage type,0.8,CLM-001942,False,0.986
0.8653,Description type 'screen_damage' matches image damage type,0.8,CLM-004105,False,0.986
0.715,Description type 'theft' matches image damage type,0.8,CLM-001453,False,0.986
0.7435,Description type 'battery_issue' matches image damage type,0.8,CLM-005150,False,0.986
0.2883,MISMATCH: Description says 'screen_damage' but image shows 'water_damage',0.75,CLM-007075,True,0.986
0.8663,Description type 'water_damage' matches image damage type,0.8,CLM-003258,False,0.986
0.803,Description type 'battery_issue' matches image damage type,0.8,CLM-000170,False,0.986
0.933,Description type 'theft' matches image damage type,0.8,CLM-005247,False,0.986
0.8333,Description type 'software_issue' matches image damage type,0.8,CLM-001452,False,0.986
0.2337,MISMATCH: Description says 'software_issue' but image shows 'mechanical_failure',0.75,CLM-002572,True,0.986
0.2824,MISMATCH: Description says 'water_damage' but image shows 'screen_damage',0.75,CLM-002198,True,0.986
0.8171,Description type 'software_issue' matches image damage type,0.8,CLM-001039,False,0.986
0.8121,Description type 'mechanical_failure' matches image damage type,0.8,CLM-004169,False,0.986
0.8619,Description type 'theft' matches image damage type,0.8,CLM-005600,False,0.986
0.785,Description type 'mechanical_failure' matches image damage type,0.8,CLM-007009,False,0.986
0.7982,Description type 'software_issue' matches image damage type,0.8,CLM-001264,False,0.986
0.7841,Description type 'water_damage' matches image damage type,0.8,CLM-001164,False,0.986
0.2025,MISMATCH: Description says 'battery_issue' but image shows 'theft',0.75,CLM-001023,True,0.986
0.9483,Description type 'accidental_damage' matches image damage type,0.8,CLM-006621,False,0.986
0.7145,Description type 'mechanical_failure' matches image damage type,0.8,CLM-002727,False,0.986
0.8661,Description type 'software_issue' matches image damage type,0.8,CLM-001684,False,0.986
0.8485,Description type 'software_issue' matches image damage type,0.8,CLM-005577,False,0.986
0.9405,Description type 'software_issue' matches image damage type,0.8,CLM-000180,False,0.986
0.8949,Description type 'battery_issue' matches image damage type,0.8,CLM-004751,False,0.986
0.3266,MISMATCH: Description says 'mechanical_failure' but image shows 'water_damage',0.75,CLM-001920,True,0.986
0.919,Description type 'mechanical_failure' matches image damage type,0.8,CLM-004141,False,0.986
0.8376,Description type 'accidental_damage' matches image damage type,0.8,CLM-002352,False,0.986
0.2203,MISMATCH: Description says 'water_damage' but image shows 'mechanical_failure',0.75,CLM-005928,True,0.986
0.7014,Description type 'software_issue' matches image damage type,0.8,CLM-002419,False,0.986
0.7389,Description type 'battery_issue' matches image damage type,0.8,CLM-004849,False,0.986
0.2367,MISMATCH: Description says 'battery_issue' but image shows 'mechanical_failure',0.75,CLM-000032,True,0.986
0.8017,Description type 'accidental_damage' matches image damage type,0.8,CLM-005203,False,0.986
0.8299,Description type 'screen_damage' matches image damage type,0.8,CLM-003969,False,0.986
0.8155,Description type 'accidental_damage' matches image damage type,0.8,CLM-006892,False,0.986
0.8703,Description type 'software_issue' matches image damage type,0.8,CLM-001651,False,0.986
0.8123,Description type 'mechanical_failure' matches image damage type,0.8,CLM-000684,False,0.986
0.7053,Description type 'battery_issue' matches image damage type,0.8,CLM-000169,False,0.986
0.9148,Description type 'theft' matches image damage type,0.8,CLM-004562,False,0.986
0.9355,Description type 'water_damage' matches image damage type,0.8,CLM-004891,False,0.986
0.1534,MISMATCH: Description says 'software_issue' but image shows 'battery_issue',0.75,CLM-006738,True,0.986
0.3376,MISMATCH: Description says 'theft' but image shows 'accidental_damage',0.75,CLM-001243,True,0.986
0.7545,Description type 'screen_damage' matches image damage type,0.8,CLM-006108,False,0.986
0.8843,Description type 'mechanical_failure' matches image damage type,0.8,CLM-002182,False,0.986
0.7414,Description type 'water_damage' matches image damage type,0.8,CLM-002440,False,0.986
0.8036,Description type 'software_issue' matches image damage type,0.8,CLM-001193,False,0.986
0.8054,Description type 'theft' matches image damage type,0.8,CLM-002790,False,0.986
0.8459,Description type 'water_damage' matches image damage type,0.8,CLM-003287,False,0.986
0.8974,Description type 'theft' matches image damage type,0.8,CLM-004903,False,0.986
0.9009,Description type 'battery_issue' matches image damage type,0.8,CLM-004079,False,0.986
0.7342,Description type 'mechanical_failure' matches image damage type,0.8,CLM-003735,False,0.986
0.9126,Description type 'accidental_damage' matches image damage type,0.8,CLM-003498,False,0.986
0.945,Description type 'mechanical_failure' matches image damage type,0.8,CLM-001116,False,0.986
0.8599,Description type 'screen_damage' matches image damage type,0.8,CLM-004942,False,0.986
0.7095,Description type 'water_damage' matches image damage type,0.8,CLM-003652,False,0.986
0.746,Description type 'water_damage' matches image damage type,0.8,CLM-006793,False,0.986
0.8993,Description type 'accidental_damage' matches image damage type,0.8,CLM-002155,False,0.986
0.8339,Description type 'battery_issue' matches image damage type,0.8,CLM-002909,False,0.986
0.7359,Description type 'screen_damage' matches image damage type,0.8,CLM-005621,False,0.986
0.7606,Description type 'screen_damage' matches image damage type,0.8,CLM-006422,False,0.986
0.9484,Description type 'screen_damage' matches image damage type,0.8,CLM-006870,False,0.986
0.9337,Description type 'mechanical_failure' matches image damage type,0.8,CLM-002485,False,0.986
0.9241,Description type 'battery_issue' matches image damage type,0.8,CLM-004944,False,0.986
0.7985,Description type 'theft' matches image damage type,0.8,CLM-005947,False,0.986
0.774,Description type 'water_damage' matches image damage type,0.8,CLM-004991,False,0.986
0.7466,Description type 'screen_damage' matches image damage type,0.8,CLM-006432,False,0.986
0.8019,Description type 'screen_damage' matches image damage type,0.8,CLM-002927,False,0.986
0.1729,MISMATCH: Description says 'screen_damage' but image shows 'water_damage',0.75,CLM-000438,True,0.986
0.7915,Description type 'software_issue' matches image damage type,0.8,CLM-001877,False,0.986
0.8572,Description type 'accidental_damage' matches image damage type,0.8,CLM-005177,False,0.986
0.1272,MISMATCH: Description says 'theft' but image shows 'battery_issue',0.75,CLM-002996,True,0.986
0.135,MISMATCH: Description says 'software_issue' but image shows 'battery_issue',0.75,CLM-001376,True,0.986
0.1698,MISMATCH: Description says 'battery_issue' but image shows 'theft',0.75,CLM-006357,True,0.986
0.8357,Description type 'screen_damage' matches image damage type,0.8,CLM-000586,False,0.986
0.3281,MISMATCH: Description says 'mechanical_failure' but image shows 'accidental_damage',0.75,CLM-001663,True,0.986
0.919,Description type 'mechanical_failure' matches image damage type,0.8,CLM-006179,False,0.986
0.3424,MISMATCH: Description says 'software_issue' but image shows 'screen_damage',0.75,CLM-003837,True,0.986
0.7004,Description type 'software_issue' matches image damage type,0.8,CLM-006078,False,0.986
0.7708,Description type 'accidental_damage' matches image damage type,0.8,CLM-002719,False,0.986
0.9147,Description type 'mechanical_failure' matches image damage type,0.8,CLM-005246,False,0.986
0.9065,Description type 'battery_issue' matches image damage type,0.8,CLM-002729,False,0.986
0.8623,Description type 'theft' matches image damage type,0.8,CLM-006497,False,0.986
0.8604,Description type 'mechanical_failure' matches image damage type,0.8,CLM-003438,False,0.986
0.8643,Description type 'screen_damage' matches image damage type,0.8,CLM-001653,False,0.986
0.7824,Description type 'screen_damage' matches image damage type,0.8,CLM-005824,False,0.986
0.1282,MISMATCH: Description says 'battery_issue' but image shows 'software_issue',0.75,CLM-001946,True,0.986
0.9422,Description type 'water_damage' matches image damage type,0.8,CLM-000081,False,0.986
0.8787,Description type 'software_issue' matches image damage type,0.8,CLM-005292,False,0.986
0.8111,Description type 'water_damage' matches image damage type,0.8,CLM-005161,False,0.986
0.1711,MISMATCH: Description says 'water_damage' but image shows 'accidental_damage',0.75,CLM-005056,True,0.986
0.844,Description type 'mechanical_failure' matches image damage type,0.8,CLM-002551,False,0.986
0.7781,Description type 'mechanical_failure' matches image damage type,0.8,CLM-000096,False,0.986
0.7834,Description type 'software_issue' matches image damage type,0.8,CLM-002019,False,0.986
0.8862,Description type 'theft' matches image damage type,0.8,CLM-005977,False,0.986
0.7033,Description type 'mechanical_failure' matches image damage type,0.8,CLM-003584,False,0.986
0.9366,Description type 'software_issue' matches image damage type,0.8,CLM-005919,False,0.986
0.251,MISMATCH: Description says 'mechanical_failure' but image shows 'screen_damage',0.75,CLM-004487,True,0.986
0.9153,Description type 'theft' matches image damage type,0.8,CLM-001500,False,0.986
0.9147,Description type 'water_damage' matches image damage type,0.8,CLM-002670,False,0.986
0.7298,Description type 'software_issue' matches image damage type,0.8,CLM-004300,False,0.986
0.3124,MISMATCH: Description says 'accidental_damage' but image shows 'software_issue',0.75,CLM-002532,True,0.986
0.3064,MISMATCH: Description says 'water_damage' but image shows 'software_issue',0.75,CLM-004119,True,0.986
0.7222,Description type 'theft' matches image damage type,0.8,CLM-002604,False,0.986
0.9372,Description type 'theft' matches image damage type,0.8,CLM-001182,False,0.986
0.9181,Description type 'battery_issue' matches image damage type,0.8,CLM-005373,False,0.986
0.8917,Description type 'water_damage' matches image damage type,0.8,CLM-003774,False,0.986
0.9327,Description type 'theft' matches image damage type,0.8,CLM-006029,False,0.986
0.7469,Description type 'theft' matches image damage type,0.8,CLM-006817,False,0.986
0.4512,Partial match: 'accidental_damage' somewhat related to 'screen_damage',0.6,CLM-007057,True,0.986
0.9416,Description type 'theft' matches image damage type,0.8,CLM-002167,False,0.986
0.806,Description type 'screen_damage' matches image damage type,0.8,CLM-001913,False,0.986
0.7165,Description type 'water_damage' matches image damage type,0.8,CLM-004405,False,0.986
0.7176,Description type 'software_issue' matches image damage type,0.8,CLM-000713,False,0.986
0.7945,Description type 'screen_damage' matches image damage type,0.8,CLM-003019,False,0.986
0.7173,Description type 'water_damage' matches image damage type,0.8,CLM-005592,False,0.986
0.8944,Description type 'mechanical_failure' matches image damage type,0.8,CLM-004173,False,0.986
0.7684,Description type 'screen_damage' matches image damage type,0.8,CLM-002185,False,0.986
0.1511,MISMATCH: Description says 'theft' but image shows 'screen_damage',0.75,CLM-005551,True,0.986
0.81,Description type 'battery_issue' matches image damage type,0.8,CLM-004428,False,0.986
0.7302,Description type 'theft' matches image damage type,0.8,CLM-003766,False,0.986
0.1195,MISMATCH: Description says 'screen_damage' but image shows 'software_issue',0.75,CLM-003483,True,0.986
0.9215,Description type 'water_damage' matches image damage type,0.8,CLM-004267,False,0.986
0.7807,Description type 'software_issue' matches image damage type,0.8,CLM-002782,False,0.986
0.8753,Description type 'software_issue' matches image damage type,0.8,CLM-000512,False,0.986
0.89,Description type 'screen_damage' matches image damage type,0.8,CLM-002165,False,0.986
0.8779,Description type 'mechanical_failure' matches image damage type,0.8,CLM-002535,False,0.986
0.9329,Description type 'battery_issue' matches image damage type,0.8,CLM-004190,False,0.986
0.7718,Description type 'mechanical_failure' matches image damage type,0.8,CLM-001704,False,0.986
0.8015,Description type 'mechanical_failure' matches image damage type,0.8,CLM-006722,False,0.986
0.7501,Description type 'mechanical_failure' matches image damage type,0.8,CLM-003732,False,0.986
0.9029,Description type 'mechanical_failure' matches image damage type,0.8,CLM-005786,False,0.986
0.9214,Description type 'software_issue' matches image damage type,0.8,CLM-006835,False,0.986
0.7173,Description type 'theft' matches image damage type,0.8,CLM-002349,False,0.986
0.7432,Description type 'water_damage' matches image damage type,0.8,CLM-004191,False,0.986
0.9378,Description type 'theft' matches image damage type,0.8,CLM-001021,False,0.986
0.8022,Description type 'accidental_damage' matches image damage type,0.8,CLM-003564,False,0.986
0.5234,Partial match: 'screen_damage' somewhat related to 'accidental_damage',0.6,CLM-004835,True,0.986
0.7924,Description type 'theft' matches image damage type,0.8,CLM-001833,False,0.986
0.8255,Description type 'water_damage' matches image damage type,0.8,CLM-004901,False,0.986
0.7502,Description type 'screen_damage' matches image damage type,0.8,CLM-001076,False,0.986
0.9001,Description type 'battery_issue' matches image damage type,0.8,CLM-004933,False,0.986
0.8656,Description type 'accidental_damage' matches image damage type,0.8,CLM-001635,False,0.986
0.7136,Description type 'water_damage' matches image damage type,0.8,CLM-002226,False,0.986
0.2573,MISMATCH: Description says 'accidental_damage' but image shows 'mechanical_failure',0.75,CLM-004609,True,0.986
0.7797,Description type 'software_issue' matches image damage type,0.8,CLM-000473,False,0.986
0.2264,MISMATCH: Description says 'accidental_damage' but image shows 'theft',0.75,CLM-001508,True,0.986
0.8733,Description type 'software_issue' matches image damage type,0.8,CLM-006011,False,0.986
0.7008,Description type 'software_issue' matches image damage type,0.8,CLM-001784,False,0.986
0.8784,Description type 'water_damage' matches image damage type,0.8,CLM-002127,False,0.986
0.27,MISMATCH: Description says 'water_damage' but image shows 'battery_issue',0.75,CLM-001080,True,0.986
0.7086,Description type 'mechanical_failure' matches image damage type,0.8,CLM-003493,False,0.986
0.7456,Description type 'battery_issue' matches image damage type,0.8,CLM-003709,False,0.986
0.7383,Description type 'water_damage' matches image damage type,0.8,CLM-005286,False,0.986
0.7883,Description type 'software_issue' matches image damage type,0.8,CLM-001222,False,0.986
0.4916,Partial match: 'screen_damage' somewhat related to 'accidental_damage',0.6,CLM-002945,True,0.986
0.7544,Description type 'screen_damage' matches image damage type,0.8,CLM-006650,False,0.986
0.8213,Description type 'mechanical_failure' matches image damage type,0.8,CLM-003893,False,0.986
0.8617,Description type 'software_issue' matches image damage type,0.8,CLM-002993,False,0.986
0.7122,Description type 'theft' matches image damage type,0.8,CLM-003997,False,0.986
0.8445,Description type 'theft' matches image damage type,0.8,CLM-004358,False,0.986
0.8793,Description type 'theft' matches image damage type,0.8,CLM-003687,False,0.986
