detected_ring_id,claim_id,community_id,community_size,community_density,n_claim_members
DRING-022,CLM-004883,22,165,0.0147,78
DRING-022,CLM-004926,22,165,0.0147,78
DRING-022,CLM-004960,22,165,0.0147,78
DRING-022,CLM-004976,22,165,0.0147,78
DRING-022,CLM-005051,22,165,0.0147,78
DRING-022,CLM-005143,22,165,0.0147,78
DRING-022,CLM-005150,22,165,0.0147,78
DRING-022,CLM-005160,22,165,0.0147,78
DRING-022,CLM-005241,22,165,0.0147,78
DRING-022,CLM-005262,22,165,0.0147,78
DRING-022,CLM-005393,22,165,0.0147,78
DRING-022,CLM-005458,22,165,0.0147,78
DRING-022,CLM-005469,22,165,0.0147,78
DRING-022,CLM-005617,22,165,0.0147,78
DRING-022,CLM-005623,22,165,0.0147,78
DRING-022,CLM-005656,22,165,0.0147,78
DRING-022,CLM-005670,22,165,0.0147,78
DRING-022,CLM-005763,22,165,0.0147,78
DRING-022,CLM-005852,22,165,0.0147,78
DRING-022,CLM-005883,22,165,0.0147,78
DRING-022,CLM-005948,22,165,0.0147,78
DRING-022,CLM-006061,22,165,0.0147,78
DRING-022,CLM-006186,22,165,0.0147,78
DRING-022,CLM-006202,22,165,0.0147,78
DRING-022,CLM-006208,22,165,0.0147,78
DRING-022,CLM-006238,22,165,0.0147,78
DRING-022,CLM-006243,22,165,0.0147,78
DRING-022,CLM-006307,22,165,0.0147,78
DRING-022,CLM-006327,22,165,0.0147,78
DRING-022,CLM-006376,22,165,0.0147,78
DRING-022,CLM-006566,22,165,0.0147,78
DRING-022,CLM-006582,22,165,0.0147,78
DRING-022,CLM-006621,22,165,0.0147,78
DRING-022,CLM-006796,22,165,0.0147,78
DRING-022,CLM-006797,22,165,0.0147,78
DRING-022,CLM-006813,22,165,0.0147,78
DRING-022,CLM-006865,22,165,0.0147,78
DRING-022,CLM-006894,22,165,0.0147,78
DRING-022,CLM-007045,22,165,0.0147,78
DRING-023,CLM-000026,23,168,0.0145,72
DRING-023,CLM-000065,23,168,0.0145,72
DRING-023,CLM-000269,23,168,0.0145,72
DRING-023,CLM-000274,23,168,0.0145,72
DRING-023,CLM-000289,23,168,0.0145,72
DRING-023,CLM-000504,23,168,0.0145,72
DRING-023,CLM-000620,23,168,0.0145,72
DRING-023,CLM-000633,23,168,0.0145,72
DRING-023,CLM-000655,23,168,0.0145,72
DRING-023,CLM-000709,23,168,0.0145,72
DRING-023,CLM-000823,23,168,0.0145,72
DRING-023,CLM-000883,23,168,0.0145,72
DRING-023,CLM-001111,23,168,0.0145,72
DRING-023,CLM-001130,23,168,0.0145,72
DRING-023,CLM-001224,23,168,0.0145,72
DRING-023,CLM-001404,23,168,0.0145,72
DRING-023,CLM-001605,23,168,0.0145,72
DRING-023,CLM-001650,23,168,0.0145,72
DRING-023,CLM-001730,23,168,0.0145,72
DRING-023,CLM-001823,23,168,0.0145,72
DRING-023,CLM-001935,23,168,0.0145,72
DRING-023,CLM-001986,23,168,0.0145,72
DRING-023,CLM-002175,23,168,0.0145,72
DRING-023,CLM-002384,23,168,0.0145,72
DRING-023,CLM-002398,23,168,0.0145,72
DRING-023,CLM-002413,23,168,0.0145,72
DRING-023,CLM-002639,23,168,0.0145,72
DRING-023,CLM-002662,23,168,0.0145,72
DRING-023,CLM-002750,23,168,0.0145,72
DRING-023,CLM-002916,23,168,0.0145,72
DRING-023,CLM-002978,23,168,0.0145,72
DRING-023,CLM-003001,23,168,0.0145,72
DRING-023,CLM-003096,23,168,0.0145,72
DRING-023,CLM-003120,23,168,0.0145,72
DRING-023,CLM-003163,23,168,0.0145,72
DRING-023,CLM-003194,23,168,0.0145,72
DRING-023,CLM-003284,23,168,0.0145,72
DRING-023,CLM-003285,23,168,0.0145,72
DRING-023,CLM-003387,23,168,0.0145,72
DRING-023,CLM-003752,23,168,0.0145,72
DRING-023,CLM-003897,23,168,0.0145,72
DRING-023,CLM-003940,23,168,0.0145,72
DRING-023,CLM-003985,23,168,0.0145,72
DRING-023,CLM-004073,23,168,0.0145,72
DRING-023,CLM-004160,23,168,0.0145,72
DRING-023,CLM-004477,23,168,0.0145,72
DRING-023,CLM-004714,23,168,0.0145,72
DRING-023,CLM-005035,23,168,0.0145,72
DRING-023,CLM-005082,23,168,0.0145,72
DRING-023,CLM-005100,23,168,0.0145,72
DRING-023,CLM-005107,23,168,0.0145,72
DRING-023,CLM-005271,23,168,0.0145,72
DRING-023,CLM-005395,23,168,0.0145,72
DRING-023,CLM-005478,23,168,0.0145,72
DRING-023,CLM-005680,23,168,0.0145,72
DRING-023,CLM-005728,23,168,0.0145,72
DRING-023,CLM-006027,23,168,0.0145,72
DRING-023,CLM-006055,23,168,0.0145,72
DRING-023,CLM-006169,23,168,0.0145,72
DRING-023,CLM-006194,23,168,0.0145,72
DRING-023,CLM-006388,23,168,0.0145,72
DRING-023,CLM-006591,23,168,0.0145,72
DRING-023,CLM-006631,23,168,0.0145,72
DRING-023,CLM-006726,23,168,0.0145,72
DRING-023,CLM-006753,23,168,0.0145,72
DRING-023,CLM-006775,23,168,0.0145,72
DRING-023,CLM-006838,23,168,0.0145,72
DRING-023,CLM-007086,23,168,0.0145,72
DRING-023,CLM-007087,23,168,0.0145,72
DRING-023,CLM-007088,23,168,0.0145,72
DRING-023,CLM-007089,23,168,0.0145,72
DRING-023,CLM-007090,23,168,0.0145,72
DRING-024,CLM-000027,24,168,0.0155,88
DRING-024,CLM-000083,24,168,0.0155,88
DRING-024,CLM-000145,24,168,0.0155,88
DRING-024,CLM-000277,24,168,0.0155,88
DRING-024,CLM-000292,24,168,0.0155,88
DRING-024,CLM-000405,24,168,0.0155,88
DRING-024,CLM-000442,24,168,0.0155,88
DRING-024,CLM-000466,24,168,0.0155,88
DRING-024,CLM-000475,24,168,0.0155,88
DRING-024,CLM-000527,24,168,0.0155,88
DRING-024,CLM-000614,24,168,0.0155,88
DRING-024,CLM-000617,24,168,0.0155,88
DRING-024,CLM-000698,24,168,0.0155,88
DRING-024,CLM-000752,24,168,0.0155,88
DRING-024,CLM-000813,24,168,0.0155,88
DRING-024,CLM-000837,24,168,0.0155,88
DRING-024,CLM-000974,24,168,0.0155,88
DRING-024,CLM-001005,24,168,0.0155,88
DRING-024,CLM-001128,24,168,0.0155,88
DRING-024,CLM-001132,24,168,0.0155,88
DRING-024,CLM-001374,24,168,0.0155,88
DRING-024,CLM-001439,24,168,0.0155,88
DRING-024,CLM-001541,24,168,0.0155,88
DRING-024,CLM-001632,24,168,0.0155,88
DRING-024,CLM-001659,24,168,0.0155,88
DRING-024,CLM-001876,24,168,0.0155,88
DRING-024,CLM-001897,24,168,0.0155,88
DRING-024,CLM-002012,24,168,0.0155,88
DRING-024,CLM-002098,24,168,0.0155,88
DRING-024,CLM-002138,24,168,0.0155,88
DRING-024,CLM-002147,24,168,0.0155,88
DRING-024,CLM-002166,24,168,0.0155,88
DRING-024,CLM-002215,24,168,0.0155,88
DRING-024,CLM-002231,24,168,0.0155,88
DRING-024,CLM-002383,24,168,0.0155,88
DRING-024,CLM-002419,24,168,0.0155,88
DRING-024,CLM-002510,24,168,0.0155,88
DRING-024,CLM-002612,24,168,0.0155,88
DRING-024,CLM-002631,24,168,0.0155,88
DRING-024,CLM-002636,24,168,0.0155,88
DRING-024,CLM-002673,24,168,0.0155,88
DRING-024,CLM-002820,24,168,0.0155,88
DRING-024,CLM-002833,24,168,0.0155,88
DRING-024,CLM-003055,24,168,0.0155,88
DRING-024,CLM-003093,24,168,0.0155,88
DRING-024,CLM-003137,24,168,0.0155,88
DRING-024,CLM-003185,24,168,0.0155,88
DRING-024,CLM-003413,24,168,0.0155,88
DRING-024,CLM-003578,24,168,0.0155,88
DRING-024,CLM-003635,24,168,0.0155,88
DRING-024,CLM-003808,24,168,0.0155,88
DRING-024,CLM-003810,24,168,0.0155,88
DRING-024,CLM-003816,24,168,0.0155,88
DRING-024,CLM-003913,24,168,0.0155,88
DRING-024,CLM-003946,24,168,0.0155,88
DRING-024,CLM-003964,24,168,0.0155,88
DRING-024,CLM-004077,24,168,0.0155,88
DRING-024,CLM-004088,24,168,0.0155,88
DRING-024,CLM-004115,24,168,0.0155,88
DRING-024,CLM-004140,24,168,0.0155,88
DRING-024,CLM-004223,24,168,0.0155,88
DRING-024,CLM-004282,24,168,0.0155,88
DRING-024,CLM-004384,24,168,0.0155,88
DRING-024,CLM-004413,24,168,0.0155,88
DRING-024,CLM-004437,24,168,0.0155,88
DRING-024,CLM-004467,24,168,0.0155,88
DRING-024,CLM-004532,24,168,0.0155,88
DRING-024,CLM-004751,24,168,0.0155,88
DRING-024,CLM-004940,24,168,0.0155,88
DRING-024,CLM-005009,24,168,0.0155,88
DRING-024,CLM-005043,24,168,0.0155,88
DRING-024,CLM-005151,24,168,0.0155,88
DRING-024,CLM-005167,24,168,0.0155,88
DRING-024,CLM-005192,24,168,0.0155,88
DRING-024,CLM-005688,24,168,0.0155,88
DRING-024,CLM-005787,24,168,0.0155,88
DRING-024,CLM-005806,24,168,0.0155,88
DRING-024,CLM-005810,24,168,0.0155,88
DRING-024,CLM-005831,24,168,0.0155,88
DRING-024,CLM-005844,24,168,0.0155,88
DRING-024,CLM-006408,24,168,0.0155,88
DRING-024,CLM-006682,24,168,0.0155,88
DRING-024,CLM-006781,24,168,0.0155,88
DRING-024,CLM-006808,24,168,0.0155,88
DRING-024,CLM-006864,24,168,0.0155,88
DRING-024,CLM-006885,24,168,0.0155,88
DRING-024,CLM-006976,24,168,0.0155,88
DRING-024,CLM-006983,24,168,0.0155,88
DRING-025,CLM-000029,25,266,0.0095,124
DRING-025,CLM-000046,25,266,0.0095,124
DRING-025,CLM-000141,25,266,0.0095,124
DRING-025,CLM-000143,25,266,0.0095,124
DRING-025,CLM-000189,25,266,0.0095,124
DRING-025,CLM-000191,25,266,0.0095,124
DRING-025,CLM-000205,25,266,0.0095,124
DRING-025,CLM-000253,25,266,0.0095,124
DRING-025,CLM-000377,25,266,0.0095,124
DRING-025,CLM-000398,25,266,0.0095,124
DRING-025,CLM-000402,25,266,0.0095,124
DRING-025,CLM-000675,25,266,0.0095,124
DRING-025,CLM-000704,25,266,0.0095,124
DRING-025,CLM-000757,25,266,0.0095,124
DRING-025,CLM-000783,25,266,0.0095,124
DRING-025,CLM-000863,25,266,0.0095,124
DRING-025,CLM-000874,25,266,0.0095,124
DRING-025,CLM-000940,25,266,0.0095,124
DRING-025,CLM-001049,25,266,0.0095,124
DRING-025,CLM-001062,25,266,0.0095,124
DRING-025,CLM-001065,25,266,0.0095,124
DRING-025,CLM-001091,25,266,0.0095,124
DRING-025,CLM-001133,25,266,0.0095,124
DRING-025,CLM-001154,25,266,0.0095,124
DRING-025,CLM-001211,25,266,0.0095,124
DRING-025,CLM-001242,25,266,0.0095,124
DRING-025,CLM-001332,25,266,0.0095,124
DRING-025,CLM-001363,25,266,0.0095,124
DRING-025,CLM-001396,25,266,0.0095,124
DRING-025,CLM-001574,25,266,0.0095,124
DRING-025,CLM-001713,25,266,0.0095,124
DRING-025,CLM-001761,25,266,0.0095,124
DRING-025,CLM-001889,25,266,0.0095,124
DRING-025,CLM-001915,25,266,0.0095,124
DRING-025,CLM-002014,25,266,0.0095,124
DRING-025,CLM-002181,25,266,0.0095,124
DRING-025,CLM-002244,25,266,0.0095,124
DRING-025,CLM-002367,25,266,0.0095,124
DRING-025,CLM-002393,25,266,0.0095,124
DRING-025,CLM-002559,25,266,0.0095,124
DRING-025,CLM-002573,25,266,0.0095,124
DRING-025,CLM-002628,25,266,0.0095,124
DRING-025,CLM-002709,25,266,0.0095,124
DRING-025,CLM-002845,25,266,0.0095,124
DRING-025,CLM-002866,25,266,0.0095,124
DRING-025,CLM-002944,25,266,0.0095,124
DRING-025,CLM-002996,25,266,0.0095,124
DRING-025,CLM-003179,25,266,0.0095,124
DRING-025,CLM-003247,25,266,0.0095,124
DRING-025,CLM-003278,25,266,0.0095,124
DRING-025,CLM-003313,25,266,0.0095,124
DRING-025,CLM-003355,25,266,0.0095,124
DRING-025,CLM-003372,25,266,0.0095,124
DRING-025,CLM-003379,25,266,0.0095,124
DRING-025,CLM-003457,25,266,0.0095,124
DRING-025,CLM-003486,25,266,0.0095,124
DRING-025,CLM-003490,25,266,0.0095,124
DRING-025,CLM-003583,25,266,0.0095,124
DRING-025,CLM-003589,25,266,0.0095,124
DRING-025,CLM-003603,25,266,0.0095,124
DRING-025,CLM-003606,25,266,0.0095,124
DRING-025,CLM-003630,25,266,0.0095,124
DRING-025,CLM-003740,25,266,0.0095,124
DRING-025,CLM-003784,25,266,0.0095,124
DRING-025,CLM-003792,25,266,0.0095,124
DRING-025,CLM-004001,25,266,0.0095,124
DRING-025,CLM-004123,25,266,0.0095,124
DRING-025,CLM-004372,25,266,0.0095,124
DRING-025,CLM-004385,25,266,0.0095,124
DRING-025,CLM-004435,25,266,0.0095,124
DRING-025,CLM-004478,25,266,0.0095,124
DRING-025,CLM-004496,25,266,0.0095,124
DRING-025,CLM-004514,25,266,0.0095,124
DRING-025,CLM-004544,25,266,0.0095,124
DRING-025,CLM-004689,25,266,0.0095,124
DRING-025,CLM-004697,25,266,0.0095,124
DRING-025,CLM-004730,25,266,0.0095,124
DRING-025,CLM-004817,25,266,0.0095,124
DRING-025,CLM-004880,25,266,0.0095,124
DRING-025,CLM-005096,25,266,0.0095,124
DRING-025,CLM-005123,25,266,0.0095,124
DRING-025,CLM-005141,25,266,0.0095,124
DRING-025,CLM-005166,25,266,0.0095,124
DRING-025,CLM-005176,25,266,0.0095,124
DRING-025,CLM-005184,25,266,0.0095,124
DRING-025,CLM-005204,25,266,0.0095,124
DRING-025,CLM-005297,25,266,0.0095,124
DRING-025,CLM-005329,25,266,0.0095,124
DRING-025,CLM-005357,25,266,0.0095,124
DRING-025,CLM-005456,25,266,0.0095,124
DRING-025,CLM-005464,25,266,0.0095,124
DRING-025,CLM-005468,25,266,0.0095,124
DRING-025,CLM-005518,25,266,0.0095,124
DRING-025,CLM-005591,25,266,0.0095,124
DRING-025,CLM-005651,25,266,0.0095,124
DRING-025,CLM-005715,25,266,0.0095,124
DRING-025,CLM-005868,25,266,0.0095,124
DRING-025,CLM-005875,25,266,0.0095,124
DRING-025,CLM-005907,25,266,0.0095,124
DRING-025,CLM-005956,25,266,0.0095,124
DRING-025,CLM-006072,25,266,0.0095,124
DRING-025,CLM-006108,25,266,0.0095,124
DRING-025,CLM-006118,25,266,0.0095,124
DRING-025,CLM-006192,25,266,0.0095,124
DRING-025,CLM-006252,25,266,0.0095,124
DRING-025,CLM-006321,25,266,0.0095,124
DRING-025,CLM-006341,25,266,0.0095,124
DRING-025,CLM-006344,25,266,0.0095,124
DRING-025,CLM-006383,25,266,0.0095,124
DRING-025,CLM-006420,25,266,0.0095,124
DRING-025,CLM-006471,25,266,0.0095,124
DRING-025,CLM-006536,25,266,0.0095,124
DRING-025,CLM-006549,25,266,0.0095,124
DRING-025,CLM-006583,25,266,0.0095,124
DRING-025,CLM-006673,25,266,0.0095,124
DRING-025,CLM-006676,25,266,0.0095,124
DRING-025,CLM-006709,25,266,0.0095,124
DRING-025,CLM-006712,25,266,0.0095,124
DRING-025,CLM-006730,25,266,0.0095,124
DRING-025,CLM-006780,25,266,0.0095,124
DRING-025,CLM-006852,25,266,0.0095,124
DRING-025,CLM-006941,25,266,0.0095,124
DRING-025,CLM-006995,25,266,0.0095,124
DRING-025,CLM-007028,25,266,0.0095,124
DRING-026,CLM-000031,39,253,0.0098,123
DRING-026,CLM-000045,39,253,0.0098,123
DRING-026,CLM-000059,39,253,0.0098,123
DRING-026,CLM-000090,39,253,0.0098,123
DRING-026,CLM-000166,39,253,0.0098,123
DRING-026,CLM-000263,39,253,0.0098,123
DRING-026,CLM-000335,39,253,0.0098,123
DRING-026,CLM-000490,39,253,0.0098,123
DRING-026,CLM-000512,39,253,0.0098,123
DRING-026,CLM-000518,39,253,0.0098,123
DRING-026,CLM-000715,39,253,0.0098,123
DRING-026,CLM-000903,39,253,0.0098,123
DRING-026,CLM-000985,39,253,0.0098,123
DRING-026,CLM-001173,39,253,0.0098,123
DRING-026,CLM-001235,39,253,0.0098,123
DRING-026,CLM-001241,39,253,0.0098,123
DRING-026,CLM-001334,39,253,0.0098,123
DRING-026,CLM-001360,39,253,0.0098,123
DRING-026,CLM-001364,39,253,0.0098,123
DRING-026,CLM-001370,39,253,0.0098,123
DRING-026,CLM-001457,39,253,0.0098,123
DRING-026,CLM-001602,39,253,0.0098,123
DRING-026,CLM-001615,39,253,0.0098,123
DRING-026,CLM-001623,39,253,0.0098,123
DRING-026,CLM-001631,39,253,0.0098,123
DRING-026,CLM-001668,39,253,0.0098,123
DRING-026,CLM-001710,39,253,0.0098,123
DRING-026,CLM-001734,39,253,0.0098,123
DRING-026,CLM-001789,39,253,0.0098,123
DRING-026,CLM-001809,39,253,0.0098,123
DRING-026,CLM-001836,39,253,0.0098,123
DRING-026,CLM-001931,39,253,0.0098,123
DRING-026,CLM-001942,39,253,0.0098,123
DRING-026,CLM-001959,39,253,0.0098,123
DRING-026,CLM-002010,39,253,0.0098,123
DRING-026,CLM-002026,39,253,0.0098,123
DRING-026,CLM-002057,39,253,0.0098,123
DRING-026,CLM-002122,39,253,0.0098,123
DRING-026,CLM-002150,39,253,0.0098,123
DRING-026,CLM-002157,39,253,0.0098,123
DRING-026,CLM-002229,39,253,0.0098,123
DRING-026,CLM-002273,39,253,0.0098,123
DRING-026,CLM-002294,39,253,0.0098,123
DRING-026,CLM-002295,39,253,0.0098,123
DRING-026,CLM-002305,39,253,0.0098,123
DRING-026,CLM-002339,39,253,0.0098,123
DRING-026,CLM-002378,39,253,0.0098,123
DRING-026,CLM-002403,39,253,0.0098,123
DRING-026,CLM-002405,39,253,0.0098,123
DRING-026,CLM-002407,39,253,0.0098,123
DRING-026,CLM-002472,39,253,0.0098,123
DRING-026,CLM-002522,39,253,0.0098,123
DRING-026,CLM-002604,39,253,0.0098,123
DRING-026,CLM-002608,39,253,0.0098,123
DRING-026,CLM-002638,39,253,0.0098,123
DRING-026,CLM-002672,39,253,0.0098,123
DRING-026,CLM-002681,39,253,0.0098,123
DRING-026,CLM-002724,39,253,0.0098,123
DRING-026,CLM-002766,39,253,0.0098,123
DRING-026,CLM-002858,39,253,0.0098,123
DRING-026,CLM-002884,39,253,0.0098,123
DRING-026,CLM-003225,39,253,0.0098,123
DRING-026,CLM-003236,39,253,0.0098,123
DRING-026,CLM-003249,39,253,0.0098,123
DRING-026,CLM-003302,39,253,0.0098,123
DRING-026,CLM-003316,39,253,0.0098,123
DRING-026,CLM-003337,39,253,0.0098,123
DRING-026,CLM-003347,39,253,0.0098,123
DRING-026,CLM-003601,39,253,0.0098,123
DRING-026,CLM-003619,39,253,0.0098,123
DRING-026,CLM-003629,39,253,0.0098,123
DRING-026,CLM-003648,39,253,0.0098,123
DRING-026,CLM-003669,39,253,0.0098,123
DRING-026,CLM-003674,39,253,0.0098,123
DRING-026,CLM-003715,39,253,0.0098,123
DRING-026,CLM-003724,39,253,0.0098,123
DRING-026,CLM-003737,39,253,0.0098,123
DRING-026,CLM-003744,39,253,0.0098,123
DRING-026,CLM-003927,39,253,0.0098,123
DRING-026,CLM-003937,39,253,0.0098,123
DRING-026,CLM-003974,39,253,0.0098,123
DRING-026,CLM-004012,39,253,0.0098,123
DRING-026,CLM-004042,39,253,0.0098,123
DRING-026,CLM-004059,39,253,0.0098,123
DRING-026,CLM-004081,39,253,0.0098,123
DRING-026,CLM-004101,39,253,0.0098,123
DRING-026,CLM-004245,39,253,0.0098,123
DRING-026,CLM-004357,39,253,0.0098,123
DRING-026,CLM-004373,39,253,0.0098,123
DRING-026,CLM-004395,39,253,0.0098,123
DRING-026,CLM-004444,39,253,0.0098,123
DRING-026,CLM-004542,39,253,0.0098,123
DRING-026,CLM-004662,39,253,0.0098,123
DRING-026,CLM-004723,39,253,0.0098,123
DRING-026,CLM-004773,39,253,0.0098,123
DRING-026,CLM-004820,39,253,0.0098,123
DRING-026,CLM-004836,39,253,0.0098,123
DRING-026,CLM-004841,39,253,0.0098,123
DRING-026,CLM-005001,39,253,0.0098,123
DRING-026,CLM-005118,39,253,0.0098,123
DRING-026,CLM-005179,39,253,0.0098,123
DRING-026,CLM-005208,39,253,0.0098,123
DRING-026,CLM-005256,39,253,0.0098,123
DRING-026,CLM-005301,39,253,0.0098,123
DRING-026,CLM-005375,39,253,0.0098,123
DRING-026,CLM-005376,39,253,0.0098,123
DRING-026,CLM-005593,39,253,0.0098,123
DRING-026,CLM-005602,39,253,0.0098,123
DRING-026,CLM-005610,39,253,0.0098,123
DRING-026,CLM-005706,39,253,0.0098,123
DRING-026,CLM-005749,39,253,0.0098,123
DRING-026,CLM-005752,39,253,0.0098,123
DRING-026,CLM-005761,39,253,0.0098,123
DRING-026,CLM-005977,39,253,0.0098,123
DRING-026,CLM-005985,39,253,0.0098,123
DRING-026,CLM-006126,39,253,0.0098,123
DRING-026,CLM-006293,39,253,0.0098,123
DRING-026,CLM-006294,39,253,0.0098,123
DRING-026,CLM-006461,39,253,0.0098,123
DRING-026,CLM-006478,39,253,0.0098,123
DRING-026,CLM-006489,39,253,0.0098,123
DRING-026,CLM-006523,39,253,0.0098,123
DRING-026,CLM-006984,39,253,0.0098,123
DRING-027,CLM-000032,28,254,0.01,125
DRING-027,CLM-000102,28,254,0.01,125
DRING-027,CLM-000117,28,254,0.01,125
DRING-027,CLM-000180,28,254,0.01,125
DRING-027,CLM-000187,28,254,0.01,125
DRING-027,CLM-000210,28,254,0.01,125
DRING-027,CLM-000236,28,254,0.01,125
DRING-027,CLM-000316,28,254,0.01,125
DRING-027,CLM-000327,28,254,0.01,125
DRING-027,CLM-000394,28,254,0.01,125
DRING-027,CLM-000400,28,254,0.01,125
DRING-027,CLM-000410,28,254,0.01,125
DRING-027,CLM-000425,28,254,0.01,125
DRING-027,CLM-000502,28,254,0.01,125
DRING-027,CLM-000534,28,254,0.01,125
DRING-027,CLM-000535,28,254,0.01,125
DRING-027,CLM-000549,28,254,0.01,125
DRING-027,CLM-000578,28,254,0.01,125
DRING-027,CLM-000581,28,254,0.01,125
DRING-027,CLM-000593,28,254,0.01,125
DRING-027,CLM-000662,28,254,0.01,125
DRING-027,CLM-000686,28,254,0.01,125
DRING-027,CLM-000745,28,254,0.01,125
DRING-027,CLM-000760,28,254,0.01,125
DRING-027,CLM-000902,28,254,0.01,125
DRING-027,CLM-001038,28,254,0.01,125
DRING-027,CLM-001060,28,254,0.01,125
DRING-027,CLM-001085,28,254,0.01,125
DRING-027,CLM-001301,28,254,0.01,125
DRING-027,CLM-001325,28,254,0.01,125
DRING-027,CLM-001349,28,254,0.01,125
DRING-027,CLM-001381,28,254,0.01,125
DRING-027,CLM-001451,28,254,0.01,125
DRING-027,CLM-001475,28,254,0.01,125
DRING-027,CLM-001497,28,254,0.01,125
DRING-027,CLM-001520,28,254,0.01,125
DRING-027,CLM-001641,28,254,0.01,125
DRING-027,CLM-001773,28,254,0.01,125
DRING-027,CLM-001886,28,254,0.01,125
DRING-027,CLM-001912,28,254,0.01,125
DRING-027,CLM-001988,28,254,0.01,125
DRING-027,CLM-001996,28,254,0.01,125
DRING-027,CLM-002022,28,254,0.01,125
DRING-027,CLM-002108,28,254,0.01,125
DRING-027,CLM-002213,28,254,0.01,125
DRING-027,CLM-002230,28,254,0.01,125
DRING-027,CLM-002241,28,254,0.01,125
DRING-027,CLM-002358,28,254,0.01,125
DRING-027,CLM-002492,28,254,0.01,125
DRING-027,CLM-002501,28,254,0.01,125
DRING-027,CLM-002544,28,254,0.01,125
DRING-027,CLM-002600,28,254,0.01,125
DRING-027,CLM-002643,28,254,0.01,125
DRING-027,CLM-002803,28,254,0.01,125
DRING-027,CLM-002939,28,254,0.01,125
DRING-027,CLM-002949,28,254,0.01,125
DRING-027,CLM-002991,28,254,0.01,125
DRING-027,CLM-003080,28,254,0.01,125
DRING-027,CLM-003112,28,254,0.01,125
DRING-027,CLM-003234,28,254,0.01,125
DRING-027,CLM-003237,28,254,0.01,125
DRING-027,CLM-003260,28,254,0.01,125
DRING-027,CLM-003265,28,254,0.01,125
DRING-027,CLM-003297,28,254,0.01,125
DRING-027,CLM-003338,28,254,0.01,125
DRING-027,CLM-003353,28,254,0.01,125
DRING-027,CLM-003513,28,254,0.01,125
DRING-027,CLM-003540,28,254,0.01,125
DRING-027,CLM-003624,28,254,0.01,125
DRING-027,CLM-003811,28,254,0.01,125
DRING-027,CLM-003863,28,254,0.01,125
DRING-027,CLM-003883,28,254,0.01,125
DRING-027,CLM-003912,28,254,0.01,125
DRING-027,CLM-003973,28,254,0.01,125
DRING-027,CLM-004008,28,254,0.01,125
DRING-027,CLM-004041,28,254,0.01,125
DRING-027,CLM-004071,28,254,0.01,125
DRING-027,CLM-004145,28,254,0.01,125
DRING-027,CLM-004234,28,254,0.01,125
DRING-027,CLM-004279,28,254,0.01,125
DRING-027,CLM-004288,28,254,0.01,125
DRING-027,CLM-004313,28,254,0.01,125
DRING-027,CLM-004339,28,254,0.01,125
DRING-027,CLM-004405,28,254,0.01,125
DRING-027,CLM-004418,28,254,0.01,125
DRING-027,CLM-004422,28,254,0.01,125
DRING-027,CLM-004431,28,254,0.01,125
DRING-027,CLM-004433,28,254,0.01,125
DRING-027,CLM-004515,28,254,0.01,125
DRING-027,CLM-004814,28,254,0.01,125
DRING-027,CLM-004894,28,254,0.01,125
DRING-027,CLM-004903,28,254,0.01,125
DRING-027,CLM-005042,28,254,0.01,125
DRING-027,CLM-005087,28,254,0.01,125
DRING-027,CLM-005109,28,254,0.01,125
DRING-027,CLM-005177,28,254,0.01,125
DRING-027,CLM-005209,28,254,0.01,125
DRING-027,CLM-005283,28,254,0.01,125
DRING-027,CLM-005317,28,254,0.01,125
DRING-027,CLM-005426,28,254,0.01,125
DRING-027,CLM-005583,28,254,0.01,125
DRING-027,CLM-005675,28,254,0.01,125
DRING-027,CLM-005697,28,254,0.01,125
DRING-027,CLM-005753,28,254,0.01,125
DRING-027,CLM-005770,28,254,0.01,125
DRING-027,CLM-005970,28,254,0.01,125
DRING-027,CLM-006082,28,254,0.01,125
DRING-027,CLM-006098,28,254,0.01,125
DRING-027,CLM-006119,28,254,0.01,125
DRING-027,CLM-006141,28,254,0.01,125
DRING-027,CLM-006175,28,254,0.01,125
DRING-027,CLM-006313,28,254,0.01,125
DRING-027,CLM-006323,28,254,0.01,125
DRING-027,CLM-006336,28,254,0.01,125
DRING-027,CLM-006355,28,254,0.01,125
DRING-027,CLM-006417,28,254,0.01,125
DRING-027,CLM-006496,28,254,0.01,125
DRING-027,CLM-006584,28,254,0.01,125
DRING-027,CLM-006718,28,254,0.01,125
DRING-027,CLM-006744,28,254,0.01,125
DRING-027,CLM-006805,28,254,0.01,125
DRING-027,CLM-006837,28,254,0.01,125
DRING-027,CLM-006886,28,254,0.01,125
DRING-027,CLM-006893,28,254,0.01,125
DRING-027,CLM-007009,28,254,0.01,125
DRING-028,CLM-000034,65,160,0.0156,76
DRING-028,CLM-000098,65,160,0.0156,76
DRING-028,CLM-000144,65,160,0.0156,76
DRING-028,CLM-000260,65,160,0.0156,76
DRING-028,CLM-000358,65,160,0.0156,76
DRING-028,CLM-000473,65,160,0.0156,76
DRING-028,CLM-000595,65,160,0.0156,76
DRING-028,CLM-000632,65,160,0.0156,76
DRING-028,CLM-000736,65,160,0.0156,76
DRING-028,CLM-000792,65,160,0.0156,76
DRING-028,CLM-000805,65,160,0.0156,76
DRING-028,CLM-001028,65,160,0.0156,76
DRING-028,CLM-001313,65,160,0.0156,76
DRING-028,CLM-001321,65,160,0.0156,76
DRING-028,CLM-001330,65,160,0.0156,76
DRING-028,CLM-001385,65,160,0.0156,76
