risk_level,risk_score,recommendation,ml_probability,anomaly_score,graph_risk_indicator,multimodal_inconsistency,top_risk_factors,shap_values,claim_id
LOW,0.0,APPROVE,0.0,0.419,False,False,"['claim_amount: ↓ legitimate (0.796)', 'device_age_days: ↓ legitimate (0.334)', 'amount_vs_device_price: ↓ legitimate (0.189)', 'days_since_policy_start: ↓ legitimate (0.164)', 'n_shared_shops: ↑ fraud (0.158)']","{'claim_amount': -0.7962, 'device_age_days': -0.3337, 'amount_vs_device_price': -0.1888, 'days_since_policy_start': -0.1637, 'n_shared_shops': 0.1584}",CLM-002301
LOW,0.0,APPROVE,0.0,0.4152,False,False,"['claim_amount: ↓ legitimate (0.517)', 'n_shared_shops: ↓ legitimate (0.316)', 'claim_frequency: ↓ legitimate (0.265)', 'pagerank_score: ↓ legitimate (0.189)', 'amount_vs_device_price: ↓ legitimate (0.130)']","{'claim_amount': -0.5166, 'n_shared_shops': -0.3158, 'claim_frequency': -0.2646, 'pagerank_score': -0.189, 'amount_vs_device_price': -0.1303}",CLM-002302
LOW,0.0,APPROVE,0.0,0.4342,False,False,"['claim_amount: ↓ legitimate (0.772)', 'device_age_days: ↓ legitimate (0.282)', 'amount_vs_device_price: ↓ legitimate (0.191)', 'n_shared_shops: ↑ fraud (0.175)', 'community_size: ↓ legitimate (0.175)']","{'claim_amount': -0.7716, 'device_age_days': -0.2818, 'amount_vs_device_price': -0.1908, 'n_shared_shops': 0.1753, 'community_size': -0.1752}",CLM-002303
LOW,0.0,APPROVE,0.0,0.4417,False,False,"['claim_amount: ↓ legitimate (0.714)', 'device_age_days: ↑ fraud (0.319)', 'claim_frequency: ↓ legitimate (0.286)', 'policy_type_encoded: ↓ legitimate (0.170)', 'amount_vs_device_price: ↓ legitimate (0.155)']","{'claim_amount': -0.7136, 'device_age_days': 0.3193, 'claim_frequency': -0.2861, 'policy_type_encoded': -0.17, 'amount_vs_device_price': -0.1545}",CLM-002304
LOW,0.0,APPROVE,0.0,0.4128,False,False,"['claim_amount: ↓ legitimate (0.554)', 'n_shared_shops: ↓ legitimate (0.340)', 'amount_vs_device_price: ↓ legitimate (0.185)', 'community_size: ↓ legitimate (0.164)', 'pagerank_score: ↓ legitimate (0.152)']","{'claim_amount': -0.5541, 'n_shared_shops': -0.3397, 'amount_vs_device_price': -0.1846, 'community_size': -0.1643, 'pagerank_score': -0.1524}",CLM-002305
LOW,0.0,APPROVE,0.0,0.4532,False,False,"['claim_amount: ↓ legitimate (0.558)', 'coverage_utilization: ↓ legitimate (0.340)', 'n_shared_shops: ↓ legitimate (0.306)', 'claim_frequency: ↓ legitimate (0.254)', 'community_size: ↑ fraud (0.186)']","{'claim_amount': -0.5579, 'coverage_utilization': -0.34, 'n_shared_shops': -0.3055, 'claim_frequency': -0.2536, 'community_size': 0.1862}",CLM-002306
LOW,0.0,APPROVE,0.0,0.5011,False,False,"['claim_amount: ↓ legitimate (0.639)', 'claim_frequency: ↓ legitimate (0.299)', 'days_since_policy_start: ↑ fraud (0.230)', 'amount_vs_device_price: ↓ legitimate (0.212)', 'device_age_days: ↑ fraud (0.191)']","{'claim_amount': -0.639, 'claim_frequency': -0.2988, 'days_since_policy_start': 0.2296, 'amount_vs_device_price': -0.2115, 'device_age_days': 0.1909}",CLM-002307
LOW,0.0,APPROVE,0.0,0.4276,False,False,"['claim_amount: ↓ legitimate (0.625)', 'coverage_utilization: ↓ legitimate (0.367)', 'claim_frequency: ↓ legitimate (0.288)', 'community_size: ↑ fraud (0.194)', 'amount_vs_device_price: ↓ legitimate (0.182)']","{'claim_amount': -0.6251, 'coverage_utilization': -0.3666, 'claim_frequency': -0.2878, 'community_size': 0.1938, 'amount_vs_device_price': -0.1825}",CLM-002308
LOW,0.0002,APPROVE,0.0002,0.429,False,False,"['claim_frequency: ↑ fraud (1.514)', 'pagerank_score: ↑ fraud (0.803)', 'claim_amount: ↓ legitimate (0.768)', 'coverage_utilization: ↓ legitimate (0.395)', 'n_shared_shops: ↓ legitimate (0.194)']","{'claim_frequency': 1.5138, 'pagerank_score': 0.8028, 'claim_amount': -0.768, 'coverage_utilization': -0.3954, 'n_shared_shops': -0.194}",CLM-002309
LOW,0.0,APPROVE,0.0,0.4445,False,False,"['claim_amount: ↓ legitimate (0.736)', 'device_age_days: ↑ fraud (0.210)', 'amount_vs_device_price: ↓ legitimate (0.193)', 'n_shared_shops: ↑ fraud (0.173)', 'days_since_policy_start: ↓ legitimate (0.118)']","{'claim_amount': -0.7365, 'device_age_days': 0.2104, 'amount_vs_device_price': -0.1935, 'n_shared_shops': 0.1726, 'days_since_policy_start': -0.1183}",CLM-002310
LOW,0.0,APPROVE,0.0,0.4151,False,False,"['claim_amount: ↓ legitimate (0.520)', 'n_shared_shops: ↓ legitimate (0.319)', 'claim_frequency: ↓ legitimate (0.268)', 'amount_vs_device_price: ↓ legitimate (0.206)', 'pagerank_score: ↓ legitimate (0.204)']","{'claim_amount': -0.5197, 'n_shared_shops': -0.3186, 'claim_frequency': -0.268, 'amount_vs_device_price': -0.2056, 'pagerank_score': -0.2036}",CLM-002311
LOW,0.0,APPROVE,0.0,0.3956,False,False,"['claim_amount: ↓ legitimate (0.730)', 'device_age_days: ↓ legitimate (0.362)', 'claim_frequency: ↓ legitimate (0.294)', 'community_size: ↓ legitimate (0.177)', 'n_shared_shops: ↑ fraud (0.157)']","{'claim_amount': -0.7304, 'device_age_days': -0.3619, 'claim_frequency': -0.2936, 'community_size': -0.1767, 'n_shared_shops': 0.1573}",CLM-002312
LOW,0.0005,APPROVE,0.0005,0.4364,False,False,"['pagerank_score: ↑ fraud (0.915)', 'claim_amount: ↓ legitimate (0.852)', 'device_age_days: ↑ fraud (0.518)', 'claim_frequency: ↑ fraud (0.410)', 'amount_vs_avg: ↑ fraud (0.327)']","{'pagerank_score': 0.9149, 'claim_amount': -0.8525, 'device_age_days': 0.5179, 'claim_frequency': 0.4097, 'amount_vs_avg': 0.3266}",CLM-002313
LOW,0.0,APPROVE,0.0,0.3815,False,False,"['claim_amount: ↓ legitimate (0.773)', 'device_age_days: ↓ legitimate (0.249)', 'amount_vs_device_price: ↓ legitimate (0.196)', 'days_since_policy_start: ↓ legitimate (0.159)', 'claim_frequency: ↓ legitimate (0.122)']","{'claim_amount': -0.7728, 'device_age_days': -0.2494, 'amount_vs_device_price': -0.1958, 'days_since_policy_start': -0.1586, 'claim_frequency': -0.1217}",CLM-002314
LOW,0.0,APPROVE,0.0,0.4891,False,False,"['claim_amount: ↓ legitimate (0.590)', 'claim_frequency: ↑ fraud (0.390)', 'n_shared_shops: ↓ legitimate (0.334)', 'community_size: ↓ legitimate (0.298)', 'device_age_days: ↑ fraud (0.211)']","{'claim_amount': -0.5904, 'claim_frequency': 0.3903, 'n_shared_shops': -0.3336, 'community_size': -0.2985, 'device_age_days': 0.2109}",CLM-002315
LOW,0.0,APPROVE,0.0,0.3966,False,False,"['claim_amount: ↓ legitimate (0.758)', 'n_shared_shops: ↑ fraud (0.291)', 'amount_vs_device_price: ↓ legitimate (0.196)', 'community_size: ↓ legitimate (0.152)', 'policy_type_encoded: ↓ legitimate (0.125)']","{'claim_amount': -0.7584, 'n_shared_shops': 0.2914, 'amount_vs_device_price': -0.1959, 'community_size': -0.1523, 'policy_type_encoded': -0.1249}",CLM-002316
LOW,0.0004,APPROVE,0.0004,0.4864,False,False,"['amount_vs_avg: ↑ fraud (0.929)', 'community_size: ↑ fraud (0.751)', 'claim_amount: ↑ fraud (0.678)', 'coverage_utilization: ↓ legitimate (0.270)', 'n_shared_devices: ↑ fraud (0.257)']","{'amount_vs_avg': 0.929, 'community_size': 0.7508, 'claim_amount': 0.6784, 'coverage_utilization': -0.2705, 'n_shared_devices': 0.2567}",CLM-002317
LOW,0.0,APPROVE,0.0,0.4155,False,False,"['claim_amount: ↓ legitimate (0.810)', 'coverage_utilization: ↓ legitimate (0.374)', 'claim_frequency: ↑ fraud (0.352)', 'device_age_days: ↓ legitimate (0.330)', 'amount_vs_device_price: ↓ legitimate (0.222)']","{'claim_amount': -0.8104, 'coverage_utilization': -0.3743, 'claim_frequency': 0.3516, 'device_age_days': -0.3302, 'amount_vs_device_price': -0.2216}",CLM-002318
LOW,0.0,APPROVE,0.0,0.3693,False,False,"['claim_amount: ↓ legitimate (0.653)', 'premium_amount: ↑ fraud (0.330)', 'device_age_days: ↓ legitimate (0.294)', 'claim_frequency: ↓ legitimate (0.279)', 'amount_vs_device_price: ↓ legitimate (0.243)']","{'claim_amount': -0.6531, 'premium_amount': 0.3303, 'device_age_days': -0.2944, 'claim_frequency': -0.2787, 'amount_vs_device_price': -0.2428}",CLM-002319
LOW,0.0,APPROVE,0.0,0.4689,False,False,"['claim_amount: ↓ legitimate (0.621)', 'device_age_days: ↑ fraud (0.196)', 'policy_type_encoded: ↓ legitimate (0.171)', 'amount_vs_device_price: ↓ legitimate (0.163)', 'days_since_policy_start: ↑ fraud (0.151)']","{'claim_amount': -0.6205, 'device_age_days': 0.1963, 'policy_type_encoded': -0.1714, 'amount_vs_device_price': -0.1626, 'days_since_policy_start': 0.1508}",CLM-002320
LOW,0.0,APPROVE,0.0,0.4472,False,False,"['amount_vs_avg: ↑ fraud (0.664)', 'claim_amount: ↓ legitimate (0.481)', 'coverage_utilization: ↓ legitimate (0.440)', 'n_shared_shops: ↓ legitimate (0.320)', 'days_since_policy_start: ↑ fraud (0.284)']","{'amount_vs_avg': 0.6643, 'claim_amount': -0.4807, 'coverage_utilization': -0.4396, 'n_shared_shops': -0.3202, 'days_since_policy_start': 0.2838}",CLM-002321
LOW,0.0,APPROVE,0.0,0.4226,False,False,"['claim_amount: ↓ legitimate (0.682)', 'n_shared_shops: ↓ legitimate (0.387)', 'claim_frequency: ↑ fraud (0.385)', 'community_size: ↓ legitimate (0.233)', 'device_age_days: ↑ fraud (0.228)']","{'claim_amount': -0.6822, 'n_shared_shops': -0.3867, 'claim_frequency': 0.3854, 'community_size': -0.2325, 'device_age_days': 0.2275}",CLM-002322
LOW,0.001,APPROVE,0.001,0.4476,False,False,"['claim_frequency: ↑ fraud (0.962)', 'amount_vs_device_price: ↑ fraud (0.861)', 'premium_amount: ↑ fraud (0.648)', 'claim_amount: ↑ fraud (0.242)', 'community_size: ↓ legitimate (0.242)']","{'claim_frequency': 0.9617, 'amount_vs_device_price': 0.8608, 'premium_amount': 0.6475, 'claim_amount': 0.2425, 'community_size': -0.2419}",CLM-002323
LOW,0.0,APPROVE,0.0,0.4085,False,False,"['claim_amount: ↓ legitimate (0.682)', 'premium_amount: ↑ fraud (0.306)', 'claim_frequency: ↓ legitimate (0.236)', 'amount_vs_device_price: ↓ legitimate (0.224)', 'n_shared_shops: ↓ legitimate (0.162)']","{'claim_amount': -0.6823, 'premium_amount': 0.3062, 'claim_frequency': -0.2363, 'amount_vs_device_price': -0.2238, 'n_shared_shops': -0.1622}",CLM-002324
LOW,0.0,APPROVE,0.0,0.404,False,False,"['coverage_utilization: ↓ legitimate (0.448)', 'claim_frequency: ↓ legitimate (0.434)', 'amount_vs_device_price: ↓ legitimate (0.309)', 'device_age_days: ↓ legitimate (0.283)', 'premium_amount: ↑ fraud (0.278)']","{'coverage_utilization': -0.4482, 'claim_frequency': -0.434, 'amount_vs_device_price': -0.3088, 'device_age_days': -0.2827, 'premium_amount': 0.2776}",CLM-002325
LOW,0.0,APPROVE,0.0,0.4227,False,False,"['claim_amount: ↓ legitimate (0.637)', 'n_shared_shops: ↓ legitimate (0.401)', 'claim_frequency: ↑ fraud (0.384)', 'coverage_utilization: ↓ legitimate (0.360)', 'days_since_policy_start: ↑ fraud (0.263)']","{'claim_amount': -0.6375, 'n_shared_shops': -0.4006, 'claim_frequency': 0.3836, 'coverage_utilization': -0.3595, 'days_since_policy_start': 0.2627}",CLM-002326
LOW,0.0,APPROVE,0.0,0.4363,False,False,"['claim_amount: ↓ legitimate (0.545)', 'n_shared_shops: ↓ legitimate (0.376)', 'claim_frequency: ↓ legitimate (0.298)', 'device_age_days: ↓ legitimate (0.242)', 'policy_type_encoded: ↓ legitimate (0.176)']","{'claim_amount': -0.5454, 'n_shared_shops': -0.3765, 'claim_frequency': -0.2975, 'device_age_days': -0.2425, 'policy_type_encoded': -0.1762}",CLM-002327
LOW,0.0001,APPROVE,0.0001,0.4283,False,False,"['claim_amount: ↓ legitimate (0.677)', 'pagerank_score: ↑ fraud (0.262)', 'device_age_days: ↑ fraud (0.251)', 'claim_frequency: ↓ legitimate (0.225)', 'amount_vs_device_price: ↓ legitimate (0.139)']","{'claim_amount': -0.677, 'pagerank_score': 0.2623, 'device_age_days': 0.2515, 'claim_frequency': -0.2249, 'amount_vs_device_price': -0.1389}",CLM-002328
LOW,0.0001,APPROVE,0.0001,0.4618,False,False,"['claim_amount: ↓ legitimate (0.840)', 'claim_frequency: ↑ fraud (0.517)', 'device_age_days: ↑ fraud (0.328)', 'amount_vs_avg: ↑ fraud (0.307)', 'days_since_policy_start: ↑ fraud (0.239)']","{'claim_amount': -0.8399, 'claim_frequency': 0.5168, 'device_age_days': 0.3282, 'amount_vs_avg': 0.3073, 'days_since_policy_start': 0.2391}",CLM-002329
LOW,0.0,APPROVE,0.0,0.4576,False,False,"['claim_amount: ↓ legitimate (0.536)', 'n_shared_shops: ↓ legitimate (0.318)', 'pagerank_score: ↓ legitimate (0.185)', 'community_size: ↓ legitimate (0.171)', 'amount_vs_device_price: ↓ legitimate (0.155)']","{'claim_amount': -0.5357, 'n_shared_shops': -0.3182, 'pagerank_score': -0.1845, 'community_size': -0.171, 'amount_vs_device_price': -0.1554}",CLM-002330
LOW,0.0,APPROVE,0.0,0.417,False,False,"['claim_amount: ↓ legitimate (0.723)', 'claim_frequency: ↑ fraud (0.398)', 'n_shared_shops: ↓ legitimate (0.395)', 'device_age_days: ↓ legitimate (0.254)', 'days_since_policy_start: ↑ fraud (0.207)']","{'claim_amount': -0.7229, 'claim_frequency': 0.3978, 'n_shared_shops': -0.3953, 'device_age_days': -0.2539, 'days_since_policy_start': 0.2065}",CLM-002331
LOW,0.0,APPROVE,0.0,0.4344,False,False,"['claim_amount: ↓ legitimate (0.644)', 'coverage_utilization: ↓ legitimate (0.366)', 'device_age_days: ↓ legitimate (0.329)', 'claim_frequency: ↓ legitimate (0.268)', 'days_since_policy_start: ↓ legitimate (0.178)']","{'claim_amount': -0.6441, 'coverage_utilization': -0.3662, 'device_age_days': -0.3295, 'claim_frequency': -0.2679, 'days_since_policy_start': -0.178}",CLM-002332
LOW,0.0,APPROVE,0.0,0.3944,False,False,"['claim_amount: ↓ legitimate (0.719)', 'premium_amount: ↑ fraud (0.284)', 'amount_vs_device_price: ↓ legitimate (0.232)', 'days_since_policy_start: ↑ fraud (0.197)', 'pagerank_score: ↓ legitimate (0.159)']","{'claim_amount': -0.7186, 'premium_amount': 0.2839, 'amount_vs_device_price': -0.2316, 'days_since_policy_start': 0.1967, 'pagerank_score': -0.1594}",CLM-002333
LOW,0.0,APPROVE,0.0,0.4877,False,False,"['claim_amount: ↓ legitimate (0.808)', 'device_age_days: ↑ fraud (0.225)', 'days_since_policy_start: ↑ fraud (0.193)', 'amount_vs_device_price: ↓ legitimate (0.181)', 'n_shared_shops: ↑ fraud (0.126)']","{'claim_amount': -0.8077, 'device_age_days': 0.2245, 'days_since_policy_start': 0.193, 'amount_vs_device_price': -0.1813, 'n_shared_shops': 0.126}",CLM-002334
LOW,0.0006,APPROVE,0.0006,0.4677,False,False,"['claim_amount: ↑ fraud (2.041)', 'n_shared_shops: ↓ legitimate (1.280)', 'amount_vs_device_price: ↑ fraud (0.771)', 'pagerank_score: ↓ legitimate (0.478)', 'amount_vs_avg: ↑ fraud (0.331)']","{'claim_amount': 2.0413, 'n_shared_shops': -1.2798, 'amount_vs_device_price': 0.771, 'pagerank_score': -0.4784, 'amount_vs_avg': 0.3311}",CLM-002335
LOW,0.0002,APPROVE,0.0002,0.4174,False,False,"['amount_vs_avg: ↑ fraud (0.803)', 'claim_frequency: ↓ legitimate (0.375)', 'device_age_days: ↑ fraud (0.317)', 'days_since_policy_start: ↑ fraud (0.295)', 'amount_vs_device_price: ↓ legitimate (0.270)']","{'amount_vs_avg': 0.8029, 'claim_frequency': -0.3747, 'device_age_days': 0.317, 'days_since_policy_start': 0.2948, 'amount_vs_device_price': -0.2695}",CLM-002336
LOW,0.0001,APPROVE,0.0001,0.4891,False,False,"['amount_vs_avg: ↑ fraud (0.747)', 'amount_vs_device_price: ↓ legitimate (0.292)', 'n_shared_shops: ↑ fraud (0.251)', 'days_since_policy_start: ↓ legitimate (0.216)', 'pagerank_score: ↓ legitimate (0.189)']","{'amount_vs_avg': 0.7474, 'amount_vs_device_price': -0.2916, 'n_shared_shops': 0.2511, 'days_since_policy_start': -0.2164, 'pagerank_score': -0.189}",CLM-002337
LOW,0.0001,APPROVE,0.0001,0.4328,False,False,"['claim_frequency: ↑ fraud (1.383)', 'claim_amount: ↓ legitimate (0.687)', 'n_shared_shops: ↓ legitimate (0.415)', 'device_age_days: ↓ legitimate (0.348)', 'community_size: ↓ legitimate (0.312)']","{'claim_frequency': 1.3827, 'claim_amount': -0.6868, 'n_shared_shops': -0.4152, 'device_age_days': -0.3481, 'community_size': -0.3124}",CLM-002338
LOW,0.0,APPROVE,0.0,0.3974,False,False,"['claim_amount: ↓ legitimate (0.533)', 'n_shared_shops: ↓ legitimate (0.338)', 'device_age_days: ↓ legitimate (0.294)', 'claim_frequency: ↓ legitimate (0.251)', 'community_size: ↓ legitimate (0.200)']","{'claim_amount': -0.5327, 'n_shared_shops': -0.3378, 'device_age_days': -0.2936, 'claim_frequency': -0.2514, 'community_size': -0.1999}",CLM-002339
LOW,0.0001,APPROVE,0.0001,0.4165,False,False,"['claim_amount: ↓ legitimate (0.853)', 'claim_frequency: ↑ fraud (0.448)', 'device_age_days: ↓ legitimate (0.392)', 'amount_vs_avg: ↑ fraud (0.351)', 'amount_vs_device_price: ↓ legitimate (0.211)']","{'claim_amount': -0.853, 'claim_frequency': 0.4479, 'device_age_days': -0.3925, 'amount_vs_avg': 0.3511, 'amount_vs_device_price': -0.2105}",CLM-002340
LOW,0.0053,APPROVE,0.0053,0.4893,False,False,"['claim_amount: ↑ fraud (3.270)', 'claim_frequency: ↑ fraud (0.945)', 'n_shared_shops: ↑ fraud (0.819)', 'coverage_utilization: ↑ fraud (0.819)', 'n_shared_devices: ↓ legitimate (0.467)']","{'claim_amount': 3.2705, 'claim_frequency': 0.9454, 'n_shared_shops': 0.8193, 'coverage_utilization': 0.8192, 'n_shared_devices': -0.4673}",CLM-002341
LOW,0.0001,APPROVE,0.0001,0.3731,False,False,"['claim_amount: ↓ legitimate (0.696)', 'premium_amount: ↑ fraud (0.344)', 'device_age_days: ↓ legitimate (0.284)', 'days_since_policy_start: ↑ fraud (0.224)', 'amount_vs_device_price: ↓ legitimate (0.200)']","{'claim_amount': -0.6962, 'premium_amount': 0.3441, 'device_age_days': -0.284, 'days_since_policy_start': 0.2244, 'amount_vs_device_price': -0.1997}",CLM-002342
LOW,0.0,APPROVE,0.0,0.4356,False,False,"['claim_amount: ↓ legitimate (0.703)', 'claim_frequency: ↓ legitimate (0.300)', 'community_size: ↓ legitimate (0.246)', 'amount_vs_device_price: ↓ legitimate (0.152)', 'n_shared_shops: ↑ fraud (0.125)']","{'claim_amount': -0.7032, 'claim_frequency': -0.3005, 'community_size': -0.2462, 'amount_vs_device_price': -0.1523, 'n_shared_shops': 0.1248}",CLM-002343
LOW,0.0,APPROVE,0.0,0.4177,False,False,"['claim_amount: ↓ legitimate (0.616)', 'n_shared_shops: ↓ legitimate (0.344)', 'pagerank_score: ↓ legitimate (0.173)', 'device_age_days: ↓ legitimate (0.167)', 'amount_vs_device_price: ↓ legitimate (0.163)']","{'claim_amount': -0.6157, 'n_shared_shops': -0.3444, 'pagerank_score': -0.1726, 'device_age_days': -0.1668, 'amount_vs_device_price': -0.1629}",CLM-002344
LOW,0.0,APPROVE,0.0,0.4247,False,False,"['claim_amount: ↓ legitimate (0.743)', 'claim_frequency: ↑ fraud (0.523)', 'device_age_days: ↓ legitimate (0.320)', 'community_size: ↓ legitimate (0.266)', 'amount_vs_device_price: ↓ legitimate (0.228)']","{'claim_amount': -0.7428, 'claim_frequency': 0.5229, 'device_age_days': -0.3204, 'community_size': -0.2662, 'amount_vs_device_price': -0.2277}",CLM-002345
LOW,0.0,APPROVE,0.0,0.4682,False,False,"['claim_amount: ↓ legitimate (0.720)', 'n_shared_shops: ↑ fraud (0.191)', 'claim_type_encoded: ↓ legitimate (0.170)', 'amount_vs_device_price: ↓ legitimate (0.164)', 'community_size: ↓ legitimate (0.145)']","{'claim_amount': -0.7197, 'n_shared_shops': 0.1907, 'claim_type_encoded': -0.17, 'amount_vs_device_price': -0.1644, 'community_size': -0.1447}",CLM-002346
LOW,0.0,APPROVE,0.0,0.4074,False,False,"['claim_amount: ↓ legitimate (0.683)', 'claim_frequency: ↓ legitimate (0.308)', 'premium_amount: ↑ fraud (0.268)', 'device_age_days: ↑ fraud (0.254)', 'pagerank_score: ↓ legitimate (0.196)']","{'claim_amount': -0.6834, 'claim_frequency': -0.308, 'premium_amount': 0.2682, 'device_age_days': 0.2542, 'pagerank_score': -0.1958}",CLM-002347
LOW,0.0,APPROVE,0.0,0.4075,False,False,"['claim_amount: ↓ legitimate (0.610)', 'n_shared_shops: ↓ legitimate (0.380)', 'premium_amount: ↑ fraud (0.226)', 'pagerank_score: ↓ legitimate (0.223)', 'device_age_days: ↑ fraud (0.188)']","{'claim_amount': -0.6096, 'n_shared_shops': -0.3802, 'premium_amount': 0.2257, 'pagerank_score': -0.2228, 'device_age_days': 0.1878}",CLM-002348
LOW,0.0,APPROVE,0.0,0.516,False,False,"['claim_amount: ↓ legitimate (0.664)', 'coverage_utilization: ↓ legitimate (0.332)', 'claim_frequency: ↓ legitimate (0.299)', 'amount_vs_device_price: ↓ legitimate (0.191)', 'community_size: ↓ legitimate (0.126)']","{'claim_amount': -0.6639, 'coverage_utilization': -0.3318, 'claim_frequency': -0.2992, 'amount_vs_device_price': -0.1906, 'community_size': -0.1257}",CLM-002349
LOW,0.0004,APPROVE,0.0004,0.4695,False,False,"['amount_vs_avg: ↑ fraud (1.558)', 'amount_vs_device_price: ↑ fraud (0.533)', 'coverage_utilization: ↓ legitimate (0.387)', 'claim_frequency: ↓ legitimate (0.380)', 'days_since_policy_start: ↑ fraud (0.288)']","{'amount_vs_avg': 1.5576, 'amount_vs_device_price': 0.5331, 'coverage_utilization': -0.3866, 'claim_frequency': -0.3802, 'days_since_policy_start': 0.2878}",CLM-002350
LOW,0.0,APPROVE,0.0,0.4051,False,False,"['claim_amount: ↓ legitimate (0.708)', 'claim_frequency: ↓ legitimate (0.298)', 'premium_amount: ↑ fraud (0.275)', 'pagerank_score: ↓ legitimate (0.177)', 'amount_vs_device_price: ↓ legitimate (0.135)']","{'claim_amount': -0.7076, 'claim_frequency': -0.2979, 'premium_amount': 0.2749, 'pagerank_score': -0.177, 'amount_vs_device_price': -0.135}",CLM-002351
LOW,0.0003,APPROVE,0.0003,0.4642,False,False,"['claim_amount: ↑ fraud (2.089)', 'claim_frequency: ↑ fraud (0.649)', 'coverage_utilization: ↓ legitimate (0.606)', 'pagerank_score: ↑ fraud (0.369)', 'device_age_days: ↓ legitimate (0.327)']","{'claim_amount': 2.0893, 'claim_frequency': 0.6487, 'coverage_utilization': -0.6062, 'pagerank_score': 0.3687, 'device_age_days': -0.3274}",CLM-002352
LOW,0.0,APPROVE,0.0,0.4302,False,False,"['claim_amount: ↓ legitimate (0.553)', 'n_shared_shops: ↓ legitimate (0.301)', 'pagerank_score: ↓ legitimate (0.226)', 'device_age_days: ↑ fraud (0.154)', 'amount_vs_device_price: ↓ legitimate (0.142)']","{'claim_amount': -0.5527, 'n_shared_shops': -0.301, 'pagerank_score': -0.2262, 'device_age_days': 0.1536, 'amount_vs_device_price': -0.142}",CLM-002353
LOW,0.0001,APPROVE,0.0001,0.4305,False,False,"['claim_amount: ↓ legitimate (0.855)', 'pagerank_score: ↑ fraud (0.656)', 'claim_frequency: ↑ fraud (0.412)', 'premium_amount: ↑ fraud (0.277)', 'amount_vs_device_price: ↓ legitimate (0.270)']","{'claim_amount': -0.8554, 'pagerank_score': 0.6562, 'claim_frequency': 0.4125, 'premium_amount': 0.2773, 'amount_vs_device_price': -0.2695}",CLM-002354
LOW,0.0,APPROVE,0.0,0.5199,False,True,"['claim_amount: ↓ legitimate (0.537)', 'amount_vs_device_price: ↑ fraud (0.479)', 'n_shared_shops: ↓ legitimate (0.367)', 'claim_frequency: ↓ legitimate (0.290)', 'pagerank_score: ↓ legitimate (0.247)']","{'claim_amount': -0.5368, 'amount_vs_device_price': 0.4794, 'n_shared_shops': -0.3668, 'claim_frequency': -0.2897, 'pagerank_score': -0.2471}",CLM-002355
LOW,0.0,APPROVE,0.0,0.426,False,False,"['claim_amount: ↓ legitimate (0.572)', 'coverage_utilization: ↓ legitimate (0.419)', 'n_shared_shops: ↓ legitimate (0.352)', 'device_age_days: ↓ legitimate (0.338)', 'days_since_policy_start: ↓ legitimate (0.156)']","{'claim_amount': -0.5721, 'coverage_utilization': -0.419, 'n_shared_shops': -0.3518, 'device_age_days': -0.3378, 'days_since_policy_start': -0.1558}",CLM-002356
LOW,0.0001,APPROVE,0.0001,0.41,False,False,"['claim_amount: ↓ legitimate (0.874)', 'claim_frequency: ↑ fraud (0.541)', 'premium_amount: ↑ fraud (0.331)', 'amount_vs_device_price: ↓ legitimate (0.271)', 'days_since_policy_start: ↑ fraud (0.235)']","{'claim_amount': -0.874, 'claim_frequency': 0.541, 'premium_amount': 0.3311, 'amount_vs_device_price': -0.2706, 'days_since_policy_start': 0.2351}",CLM-002357
LOW,0.0,APPROVE,0.0,0.4249,False,False,"['amount_vs_avg: ↑ fraud (0.591)', 'coverage_utilization: ↓ legitimate (0.408)', 'n_shared_shops: ↓ legitimate (0.353)', 'days_since_policy_start: ↑ fraud (0.256)', 'device_age_days: ↓ legitimate (0.238)']","{'amount_vs_avg': 0.5913, 'coverage_utilization': -0.4082, 'n_shared_shops': -0.3527, 'days_since_policy_start': 0.2555, 'device_age_days': -0.2377}",CLM-002358
LOW,0.0,APPROVE,0.0,0.4235,False,False,"['claim_amount: ↓ legitimate (0.664)', 'n_shared_shops: ↓ legitimate (0.474)', 'claim_frequency: ↑ fraud (0.387)', 'device_age_days: ↑ fraud (0.225)', 'amount_vs_device_price: ↓ legitimate (0.160)']","{'claim_amount': -0.6635, 'n_shared_shops': -0.4744, 'claim_frequency': 0.3865, 'device_age_days': 0.2252, 'amount_vs_device_price': -0.1597}",CLM-002359
LOW,0.0,APPROVE,0.0,0.4397,False,False,"['claim_amount: ↓ legitimate (0.590)', 'n_shared_shops: ↓ legitimate (0.464)', 'claim_frequency: ↑ fraud (0.373)', 'policy_type_encoded: ↓ legitimate (0.181)', 'amount_vs_device_price: ↓ legitimate (0.160)']","{'claim_amount': -0.5904, 'n_shared_shops': -0.4641, 'claim_frequency': 0.3729, 'policy_type_encoded': -0.1813, 'amount_vs_device_price': -0.1603}",CLM-002360
LOW,0.0001,APPROVE,0.0001,0.3953,False,False,"['claim_amount: ↓ legitimate (0.679)', 'premium_amount: ↑ fraud (0.271)', 'community_size: ↓ legitimate (0.204)', 'amount_vs_device_price: ↓ legitimate (0.186)', 'device_age_days: ↑ fraud (0.128)']","{'claim_amount': -0.6792, 'premium_amount': 0.271, 'community_size': -0.2045, 'amount_vs_device_price': -0.1861, 'device_age_days': 0.1275}",CLM-002361
